"Data_source","Species","Family","Self-compatibility_index_FS","Self-compatibility_index_SFL","Autofertility_index_FS","Autofertility_index_SFL","Annual_Biennial","Listed_in_GloNAF","Number_GloNAF_Regions","Number_Native_Regions"
"Barrett_Helenurm_1987","Cornus_canadensis","Cornaceae","0","0","0.069767442","0.090909091","0","0","0","12"
"Wheelwright_etal_2006","Cornus_canadensis","Cornaceae","NA","NA","NA","NA","0","0","0","12"
"Darwin_1868","Corydalis_cava","Papaveraceae","0.101835759","0.04589372","0","0","0","1","4","7"
"Mehlenbacher_Smith_1991","Corylus_avellana","Betulaceae","0.180512821","NA","NA","NA","0","1","6","7"
"Legras_etal_2003","Corymborkis_corymbis","Orchidaceae","0.555","NA","0","NA","0","0","0","7"
"Ramirez_Seres_1994","Costus_spiralis","Costaceae","1","0.576388889","NA","NA","0","0","0","2"
"Bullock_1985","Couepia_polyandra","Chrysobalanaceae","0","NA","NA","NA","0","0","0","2"
"Dickinson_Phipps_1986","Crataegus_crus-galli","Rosaceae","0.876083189","NA","0.260831889","NA","0","1","6","5"
"Guitian_Fuentes_1992","Crataegus_monogyna","Rosaceae","0.5","NA","0.44275","NA","0","1","52","8"
"Cheptou_Avendano_2006","Crepis_sancta","Compositae","NA","NA","NA","NA","1","1","8","8"
"Andersson_1989","Crepis_tectorum","Compositae","0.70145358","NA","0.62947153","NA","1","1","51","10"
"Manasse_Pinney_1991","Crinum_erubescens","Amaryllidaceae","0.522058824","0.183035714","NA","NA","0","1","2","6"
"Arroyo_Uslar_1993","Cristaria_dissecta","Malvaceae","0.8857","0.832317073","0.8393","0.727134146","1","0","0","1"
"Chichiricco_1996","Crocus_boryi","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"Chichiricco_1996","Crocus_cancellatus","Iridaceae","NA","NA","NA","NA","0","0","0","2"
"Chichiricco_1996","Crocus_hadriaticus","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"Chichiricco_1996","Crocus_oreocreticus","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"Chichiricco_1996","Crocus_reticulatus","Iridaceae","NA","NA","NA","NA","0","0","0","5"
"Chichiricco_1993","Crocus_thomasii","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"Chichiricco_1993","Crocus_vernus","Iridaceae","NA","NA","NA","NA","0","1","21","3"
"Etcheverry_etal_2003","Crotalaria_micans","Leguminosae","1","1","0.806451613","0.860318332","0","1","29","7"
"Jacobi_2005","Crotalaria_retusa","Leguminosae","NA","NA","1","1","1","1","109","13"
"Ramirez_Brito_1990","Croton_hirtus","Euphorbiaceae","0.423192304","1","0.258611772","1","0","1","14","7"
"Freitas_etal_2001","Croton_sarcopetalus","Euphorbiaceae","0.805970149","NA","NA","NA","0","0","0","2"
"McMullen_1987","Croton_scouleri_scouleri","Euphorbiaceae","NA","NA","0","0","0","0","0","1"
"Leite_Machado_2010","Croton_sonderianus","Euphorbiaceae","0.930232558","NA","NA","NA","0","0","0","1"
"Kouonon_etal_2009","Cucumis_melo","Cucurbitaceae","0.843111938","0.75284173","0","0","1","1","93","16"
"Ashworth_Galetto_2001","Cucurbita_maxima_andreana","Cucurbitaceae","0.722797927","0.760992507","NA","NA","1","1","51","1"
"Wang_etal_2010","Cullen_australasicum","Leguminosae","NA","NA","NA","NA","0","0","0","1"
"Ramirez_Brito_1990","Cuphea_o'donnellii","Lythraceae","0.553863196","0.510822511","0.446690667","0.432900433","0","0","0","1"
"McMullen_1987","Cuphea_racemosa","Lythraceae","NA","NA","NA","NA","1","1","1","6"
"Bawa_1974","Curatella_americana","Dilleniaceae","1","NA","NA","NA","0","0","0","7"
"Olsavska_Loser_2013","Cyanus_adscendens","Compositae","NA","NA","NA","NA","0","0","0","1"
"Olsavska_Loser_2013","Cyanus_dominii","Compositae","NA","NA","0","NA","0","0","0","1"
"Olsavska_Loser_2013","Cyanus_mollis","Compositae","NA","NA","NA","NA","0","0","0","1"
"Olsavska_Loser_2013","Cyanus_montanus","Compositae","NA","NA","0.05","NA","0","0","0","5"
"Olsavska_Loser_2013","Cyanus_pinnatifidus","Compositae","NA","NA","NA","NA","0","0","0","1"
"Bellanger_etal_2014","Cyanus_segetum","Compositae","NA","0.074074074","NA","0","1","1","109","7"
"Olsavska_Loser_2013","Cyanus_triumfettii","Compositae","NA","NA","0","NA","0","0","0","7"
"Olsavska_Loser_2013","Cyanus_triumfettii_axillaris","Compositae","NA","NA","0.042308604","NA","0","0","0","7"
"Olsavska_Loser_2013","Cyanus_triumfettii_strictus","Compositae","NA","NA","0","NA","0","0","0","7"
"Bittencourt_etal_2011","Cybistax_antisyphilitica","Bignoniaceae","0","NA","0","NA","0","0","0","4"
"Affre_etal_1995","Cyclamen_balearicum","Primulaceae","NA","NA","NA","NA","0","0","0","1"
"Affre_Thompson_1999","Cyclamen_balearicum","Primulaceae","1","0.93084344","0.883518091","0.500560397","0","0","0","1"
"Affre_Thompson_1997","Cyclamen_creticum","Primulaceae","1","NA","0.116202072","NA","0","0","0","1"
"Affre_Thompson_1999","Cyclamen_creticum","Primulaceae","0.76249276","0.580482409","0.602962907","NA","0","0","0","1"
"Affre_Thompson_1999","Cyclamen_hederifolium","Primulaceae","0.79309169","0.548110715","0.146110118","NA","0","1","5","4"
"Schwartz-Tzachor_etal_2008","Cyclamen_persicum","Primulaceae","NA","NA","0","NA","0","0","0","3"
"Affre_Thompson_1999","Cyclamen_repandum","Primulaceae","1","0.899949341","0.420043123","NA","0","1","2","4"
"Suetsugu_2014","Cymbidium_lancifolium","Orchidaceae","0.977333333","NA","0.8","NA","0","0","0","5"
"Suetsugu_2014","Cymbidium_macrorhizon","Orchidaceae","0.944666667","NA","1","NA","0","0","0","4"
"Zapata_Arroyo_1978","Cynophalla_flexuosa","Capparaceae","0.65375","0.576","0.2325","0.532","0","0","0","8"
"Machado_etal_2006","Cynophalla_hastata","Capparaceae","0.4031477","NA","0","NA","0","0","0","4"
"Bianchi_Gibbs_2000","Cynophalla_retusa","Capparaceae","0.080882353","0.020408163","0.098039216","0.024489796","0","0","0","2"
"Bullock_1985","Cynophalla_verrucosa","Capparaceae","0.050847458","NA","NA","NA","0","0","0","1"
"Zapata_Arroyo_1978","Cynophalla_verrucosa","Capparaceae","0.482780818","0.197960918","0.135178629","0.203908241","0","0","0","1"
"McMullen_1987","Cyperus_elegans","Cyperaceae","NA","NA","NA","NA","0","0","0","7"
"Lewis_Considine_1999","Cyphomandra_betacea","Solanaceae","NA","NA","NA","NA","0","1","11","2"
"Barrett_Helenurm_1987","Cypripedium_acaule","Orchidaceae","1","NA","0","NA","0","0","0","6"
"Sugiura_etal_2001","Cypripedium_macranthos","Orchidaceae","1","NA","0","NA","0","0","0","6"
"Zhang_etal_2014_a","Cypripedium_macranthos","Orchidaceae","1","1","0","0","0","0","0","6"
"Dute_etal_2004","Cyrilla_racemiflora","Cyrillaceae","0.788416076","NA","0.13356974","NA","0","1","1","10"
"Liu_Pemberton_2010","Cyrtopodium_flavum","Orchidaceae","0.98","NA","NA","NA","0","0","0","1"
"Dutra_etal_2009","Cyrtopodium_punctatum","Orchidaceae","0.359275502","NA","0","NA","0","0","0","3"
"Jaimes_Ramirez_1997","Cyrtopodium_punctatum","Orchidaceae","0.618747458","NA","0","NA","0","0","0","3"
"Suetsugu_2013","Cyrtosia_septentrionalis","Orchidaceae","0.913385827","NA","1","NA","NA","0","0","2"
"Parker_1997","Cytisus_scoparius","Leguminosae","0.285714286","0.136363636","0.047619048","0.012987013","0","1","90","5"
"Parker_Haubensak_2002","Cytisus_scoparius","Leguminosae","0.123742948","0.581818182","NA","NA","0","1","90","5"
"Rodriguez_Riano_etal_1999","Cytisus_striatus","Leguminosae","0.071937539","0.02584504","0","0","0","1","17","2"
"Lammi_etal_2003","Dactylorhiza_incarnata","Orchidaceae","1","NA","NA","NA","0","0","0","1"
"Gibbs_Sassaki_1998","Dalbergia_miscolobium","Leguminosae","0.137795276","NA","NA","NA","0","0","0","2"
"Bawa_1974","Dalbergia_retusa","Leguminosae","0","NA","NA","NA","0","0","0","2"
"Jaimes_Ramirez_1997","Dalea_carthagenensis","Leguminosae","0.916666667","0.92","0.476133333","0.28","0","1","1","5"
"Figueroa-Castro_Cano-Santana_2011","Dalea_coccinea","Compositae","NA","NA","NA","NA","0","0","0","1"
"Rodriguez-Perez_Traveset_2011","Daphne_gnidium","Thymelaeaceae","NA","NA","0.053097345","NA","0","0","0","4"
"Rodriguez-Perez_Traveset_2011","Daphne_rodriguezii","Thymelaeaceae","NA","NA","0","NA","0","0","0","1"
"McMullen_1987","Darwiniothamnus_tenuifolius","Compositae","NA","NA","NA","NA","0","0","0","1"
"Bronstein_etal_2009","Datura_wrightii","Solanaceae","1","1","0.525250253","0.265769281","0","1","51","5"
"Razanajatovo_vanKleunen_2016","Daucus_carota","Apiaceae","NA","NA","NA","NA","0","1","157","10"
"Young_1998","Daviesia_mimosoides","Leguminosae","NA","NA","NA","NA","0","0","0","1"
"Young_1998","Daviesia_suaveolens","Leguminosae","NA","NA","NA","NA","0","0","0","1"
"Rech_etal_2011","Davilla_kunthii","Dilleniaceae","0.105372617","NA","0.006239168","NA","0","0","0","6"
"Eckert_Barrett_1994","Decodon_verticillatus","Lythraceae","0.875246356","0.757379597","NA","NA","0","0","0","5"
"Norman_2003","Deeringothamnus_rugelii","Annonaceae","0.187234043","0.206349206","NA","NA","0","0","0","1"
"Norman_2003","Deeringothamnus_rugelii_pulchellus","Annonaceae","NA","NA","NA","NA","0","0","0","1"
"Williams_etal_2001","Delphinium_barbeyi","Ranunculaceae","NA","NA","NA","NA","0","0","0","3"
"Williams_etal_2001","Delphinium_nuttallianum","Ranunculaceae","NA","NA","NA","NA","0","0","0","5"
"Lehnebach_Robertson_2004","Dendrobium_cunninghamii","Orchidaceae","0.5","NA","0","NA","0","0","0","1"
"Nayak_Davidar_2010a","Derris_ovalifolia","Leguminosae","0.608903021","NA","0.378378378","NA","0","0","0","1"
"Nayak_Davidar_2010b","Derris_ovalifolia","Leguminosae","NA","NA","NA","NA","0","0","0","1"
"Ramirez_Brito_1990","Desmodium_barbatum","Leguminosae","0.933265925","0.845070423","0.451393904","1","1","1","1","14"
"Jaimes_Ramirez_1997","Desmodium_incanum","Leguminosae","0.997506234","0.986666667","0.984381152","0.98","1","1","95","6"
"Ramirez_Brito_1990","Desmoscelis_villosa","Melastomataceae","0.771952337","0.467300509","0.499908341","0.067232598","0","0","0","5"
"Duncan_etal_2004","Dianella_revoluta","Xanthorrhoeaceae","0.240659805","NA","NA","NA","0","0","0","1"
"Erhardt_Jaggi_1995","Dianthus_glacialis","Caryophyllaceae","NA","NA","NA","NA","0","0","0","2"
"Sigrist_Sazima_2004","Dicella_bracteosa","Malpighiaceae","0","NA","0","NA","0","0","0","2"
"Young_1986","Dieffenbachia_longispatha","Araceae","0.663096832","NA","0.667559125","NA","0","0","0","3"
"Johnson_etal_2009b","Dierama_dracomontanum","Iridaceae","0.233933162","NA","0.017994859","NA","0","0","0","1"
"Johnson_etal_2009b","Dierama_luteoalbidum","Iridaceae","0.13875","0.157894737","0.0975","0.043859649","0","0","0","1"
"Rymer_etal_2002","Dillwynia_tenuifolia","Leguminosae","0.632478632","NA","0.549427512","NA","0","0","0","1"
"McMullen_1987","Diodella_radula","Rubiaceae","0.988505747","1","0","0","0","1","1","5"
"Sigrist_Sazima_2004","Diplopterys_lutea","Malpighiaceae","NA","NA","NA","NA","0","0","0","3"
"Sigrist_Sazima_2004","Diplopterys_pubipetala","Malpighiaceae","NA","NA","NA","NA","0","0","0","3"
"Bawa_1998","Dipterocarpus_oblongifolius","Dipterocarpaceae","1","NA","NA","NA","0","0","0","1"
"Kenta_etal_2002","Dipterocarpus_tempehes","Dipterocarpaceae","0.03717237","NA","0.014498009","NA","0","0","0","1"
"Bawa_etal_1985","Dipteryx_oleifera","Leguminosae","0","NA","NA","NA","0","0","0","2"
"Johnson_2000","Disa_pulchra","Orchidaceae","0.965559656","0.481792717","0","0","0","0","0","1"
"Medan_1993","Discaria_americana","Rhamnaceae","0","NA","0","NA","0","0","0","2"
"Gibbs_Bianchi_1999","Dolichandra_cynanchoides","Bignoniaceae","0","NA","NA","NA","0","0","0","3"
"Morales_Galetto_2003","Dolichandra_cynanchoides","Bignoniaceae","0.25","NA","0","NA","0","0","0","3"
"Gigord_etal_1998","Dombeya_acutangula","Malvaceae","NA","NA","NA","NA","0","1","1","3"
"Humeau_etal_1999","Dombeya_de-lislei","Malvaceae","0","NA","0","NA","0","0","0","1"
"Grundt_etal_2005","Draba_palanderiana","Brassicaceae","NA","0.077","NA","0","0","0","0","1"
"Murza_Davis_2005","Drosera_anglica","Droseraceae","NA","NA","NA","NA","0","0","0","17"
"Ortega-Olivencia_etal_1995","Drosophyllum_lusitanicum","Drosophyllaceae","1","0.883809524","0.970266539","1","0","0","0","2"
"Matthews_Sedgley_1998","Dryandra_formosa","Proteaceae","NA","0.94232059","NA","NA","0","1","1","1"
"Goldingay_Carthew_1998","Dryandra_nivea","Proteaceae","0","NA","0","NA","0","0","0","1"
"Matthews_Sedgley_1998","Dryandra_quercifolia","Proteaceae","NA","0.402431375","NA","NA","0","0","0","1"
"Collins_etal_2008","Dryandra_sessilis","Proteaceae","0","NA","0","NA","0","0","0","1"
"Goldingay_Carthew_1998","Dryandra_sessilis","Proteaceae","0","NA","0","NA","0","0","0","1"
"Bush_Beach_1995","Drymonia_conchocalyx","Gesneriaceae","1","NA","0","NA","0","0","0","2"
"Bush_Beach_1995","Drymonia_rubra","Gesneriaceae","0.68","NA","NA","NA","0","0","0","1"
"Smith_Baum_2007","Dunalia_brachyacantha","Solanaceae","0","0","0","NA","NA","0","0","2"
"Lim_Luders_1998","Durio_zibethinus","Malvaceae","0.260763209","0.0375","NA","NA","0","1","3","1"
"Matallana_etal_2010","Dyckia_encholirioides","Bromeliaceae","0.312845138","NA","0.43937575","NA","0","0","0","1"
"Matallana_etal_2010","Dyckia_tuberosa","Bromeliaceae","0.044925373","NA","0.030895522","NA","0","0","0","1"
"Guan_etal_2010","Dysosma_versipellis","Berberidaceae","0.011164274","NA","0","NA","0","0","0","2"
"Sazima_etal_2003","Dyssochroma_viridiflorum","Solanaceae","NA","NA","NA","NA","0","0","0","2"
"Lehnebach_Robertson_2004","Earina_aestivalis","Orchidaceae","0.476129032","NA","0","NA","0","0","0","1"
"Lehnebach_Robertson_2004","Earina_autumnalis","Orchidaceae","0.912541254","NA","0","NA","0","0","0","1"
"Lehnebach_Robertson_2004","Earina_mucronata","Orchidaceae","0.967001435","NA","0","NA","0","0","0","1"
"Arroyo_Uslar_1993","Eccremocarpus_scaber","Bignoniaceae","0.428912934","0.337607057","0.077000503","0.051079543","0","1","1","2"
"Stucky_etal_2012","Echinacea_laevigata","Compositae","NA","NA","NA","NA","0","0","0","1"
"Hoffman_1992","Echinocereus_coccineus","Cactaceae","NA","NA","NA","NA","0","0","0","4"
"Pansarin_Pansarin_2011","Echinodorus_grandiflorus","Alismataceae","0","NA","0","NA","0","0","0","3"
"Morales_Galetto_2003","Echinopsis_candicans","Cactaceae","NA","NA","NA","NA","0","0","0","1"
"Boyle_Idnurm_2001","Echinopsis_chamaecereus","Cactaceae","0.228177966","0.200874636","NA","NA","0","0","0","1"
"Petanidou_etal_2012","Echium_plantagineum","Boraginaceae","NA","0.561170738","NA","0.153808312","1","1","104","8"
"Sedlacek_etal_2012","Echium_wildpretii","Boraginaceae","NA","0.955974843","NA","0.496855346","0","0","0","1"
"Bianchi_etal_2000","Eichhornia_azurea","Pontederiaceae","0.513766363","0.199977922","NA","NA","0","1","8","7"
"daCunha_Fischer_2009","Eichhornia_azurea","Pontederiaceae","0.658077738","0.269836136","NA","NA","0","1","8","7"
"Kohn_Barrett_1992","Eichhornia_paniculata","Pontederiaceae","NA","NA","NA","NA","1","1","2","7"
"Manicacci_Barrett_1996","Eichhornia_paniculata","Pontederiaceae","NA","NA","NA","NA","1","1","2","7"
"Wolowski_etal_2013","Elleanthus_brasiliensis","Orchidaceae","0.714206128","NA","0","NA","0","0","0","2"
"Rovere_etal_2006","Embothrium_coccineum","Proteaceae","0.035628181","0.039748954","0","0","0","1","1","1"
"Bala_Kaul_2011","Emex_australis","Polygonaceae","1","1","0.757555934","0.757555934","1","1","57","1"
"Jaimes_Ramirez_1997","Emilia_fosbergii","Compositae","1","1","1","1","1","1","62","3"
"Christianini_etal_2013","Encholirium_heloisae","Bromeliaceae","0.397590361","NA","NA","NA","0","0","0","1"
"Christianini_etal_2013","Encholirium_vogelii","Bromeliaceae","NA","NA","NA","NA","0","0","0","1"
"Janzen_etal_1980","Encyclia_cordigera","Orchidaceae","0.900100852","NA","NA","NA","0","0","0","5"
"Melampy_Hayworth_1980","Enemion_biternatum","Ranunculaceae","0.53358209","NA","0","NA","0","0","0","3"
"Bawa_1974","Enterolobium_cyclocarpum","Leguminosae","0","NA","NA","NA","0","1","5","5"
"Bush_Beach_1995","Epidendrum_lacustre","Orchidaceae","0.804878049","NA","NA","NA","0","0","0","3"
"McMullen_1987","Epidendrum_spicatum","Orchidaceae","NA","NA","NA","NA","0","0","0","1"
"Wheelwright_etal_2006","Epilobium_angustifolium","Onagraceae","NA","NA","NA","NA","0","1","2","16"
"Seavey_Carter_1994","Epilobium_obcordatum","Onagraceae","NA","NA","NA","NA","0","0","0","2"
"Ehlers_etal_2002","Epipactis_helleborine","Orchidaceae","NA","NA","NA","NA","0","1","39","12"
"Jacquemyn_Brys_2015","Epipactis_palustris","Orchidaceae","0.977619532","0.642939064","NA","NA","1","1","1","11"
"Zhou_etal_2012","Epipogium_roseum","Orchidaceae","NA","NA","NA","NA","0","0","0","11"
"Shi_etal_2010","Eremosparton_songoricum","Leguminosae","0.690469208","NA","0.050547349","NA","0","0","0","1"
"Mamut_etal_2014b","Eremurus_anisopterus","Xanthorrhoeaceae","NA","NA","NA","NA","0","0","0","2"
"Aparicio_Garcia-Martin_1996","Erica_mackaiana_andevalensis","Ericaceae","1","1","NA","NA","0","0","0","2"
"Hao_etal_2011","Erigeron_annuus","Compositae","NA","NA","NA","NA","1","1","69","5"
"Hao_etal_2011","Erigeron_bonariensis","Compositae","NA","NA","NA","NA","1","1","227","4"
"Hao_etal_2011","Erigeron_canadensis","Compositae","NA","NA","NA","NA","1","1","234","10"
"Fang_etal_2012","Eriobotrya_japonica","Rosaceae","NA","NA","NA","NA","0","1","76","2"
"Sawyer_etal_2005","Eriocaulon_parkeri","Eriocaulaceae","NA","NA","NA","1","1","0","0","3"
"Andrade_etal_2007","Eriocnema_fulva","Melastomataceae","0.513172208","NA","0","NA","0","0","0","1"
"Smith_Baum_2007","Eriolarynx_lorentzii","Solanaceae","0","0","0","NA","0","0","0","2"
"DaSilva_etal_2005","Eriope_blanchetii","Lamiaceae","NA","NA","NA","NA","0","0","0","1"
"Oliveira_etal_1991a","Eriotheca_gracilipes","Malvaceae","0","NA","NA","NA","0","0","0","3"
"Oliveira_etal_1991a","Eriotheca_pubescens","Malvaceae","1","NA","NA","NA","0","0","0","2"
"Puterbaugh_etal_1997","Eritrichium_aretioides","Boraginaceae","NA","NA","NA","NA","0","0","0","4"
"Zoller_etal_2002","Eritrichium_nanum","Boraginaceae","NA","NA","NA","NA","0","0","0","6"
"Alonso_Garcia-Sevilla_2013","Erodium_cazorlanum","Geraniaceae","0.7241931","NA","0","NA","0","0","0","1"
"Gaudeul_Till-Bottraud_2003","Eryngium_alpinum","Apiaceae","NA","NA","NA","NA","0","0","0","3"
"Evans_etal_2003","Eryngium_cuneifolium","Apiaceae","NA","NA","NA","NA","0","0","0","1"
"Molano_Flores_2001","Eryngium_yuccifolium","Apiaceae","NA","NA","NA","NA","0","0","0","4"
"Neill_etal_1988","Erythrina_berteroana","Leguminosae","NA","NA","NA","NA","0","1","1","4"
"Neill_etal_1988","Erythrina_chiapasana","Leguminosae","1","NA","NA","NA","0","0","0","1"
"Galetto_etal_2000","Erythrina_crista-galli","Leguminosae","0.738448523","0.642241379","0.15091761","NA","0","1","18","3"
"Neill_etal_1988","Erythrina_crista-galli","Leguminosae","NA","NA","NA","NA","0","1","18","3"
"Neill_etal_1988","Erythrina_elenae","Leguminosae","NA","NA","NA","NA","0","0","0","1"
"Etcheverry_Aleman_2005","Erythrina_falcata","Leguminosae","0.17","NA","0.005","NA","0","1","1","3"
"Neill_etal_1988","Erythrina_falcata","Leguminosae","NA","NA","NA","NA","0","1","1","3"
"Neill_etal_1988","Erythrina_folkersii","Leguminosae","NA","NA","NA","NA","0","0","0","2"
"Neill_etal_1988","Erythrina_fusca","Leguminosae","1","NA","NA","NA","0","1","7","12"
"Neill_etal_1988","Erythrina_goldmanii","Leguminosae","0.314285714","NA","NA","NA","0","0","0","2"
"Neill_etal_1988","Erythrina_guatemalensis","Leguminosae","0.36","NA","NA","NA","0","0","0","2"
"Neill_etal_1988","Erythrina_latissima","Leguminosae","NA","NA","NA","NA","0","0","0","2"
"Neill_etal_1988","Erythrina_lysistemon","Leguminosae","NA","NA","NA","NA","0","1","1","3"
"Jaimes_Ramirez_1997","Erythrina_mitis","Leguminosae","0.147381458","0.210526316","0.164543524","0.282296651","0","1","1","1"
"Neill_etal_1988","Erythrina_perrieri","Leguminosae","NA","NA","NA","NA","0","0","0","1"
"Neill_etal_1988","Erythrina_sandwicensis","Leguminosae","NA","NA","NA","NA","0","0","0","1"
"Neill_etal_1988","Erythrina_senegalensis","Leguminosae","NA","NA","NA","NA","0","0","0","3"
"Neill_etal_1988","Erythrina_speciosa","Leguminosae","NA","NA","NA","NA","0","1","3","1"
"Neill_etal_1988","Erythrina_standleyana","Leguminosae","NA","NA","NA","NA","0","0","0","2"
"Neill_etal_1988","Erythrina_tahitensis","Leguminosae","NA","NA","NA","NA","0","0","0","2"
"Neill_etal_1988","Erythrina_variegata","Leguminosae","NA","NA","NA","NA","0","1","31","10"
"Leite_Machado_2010","Erythrina_velutina","Leguminosae","NA","NA","NA","NA","0","1","7","4"
"Motten_1986","Erythronium_umbilicatum","Liliaceae","0.10989011","NA","0.065934066","0.038120567","0","0","0","2"
"Zapata_Arroyo_1978","Erythroxylum_havanense","Erythroxylaceae","NA","NA","NA","NA","0","0","0","5"
"Valvidia_Niemeyer_2006","Escallonia_myrtoidea","Escalloniaceae","NA","0.048305458","NA","NA","0","0","0","1"
"Razanajatovo_vanKleunen_2016","Eschscholzia_californica","Papaveraceae","NA","NA","NA","NA","1","1","90","4"
"dePotascheff_etal_2014","Eschweilera_nana","Lecythidaceae","0","NA","0","NA","0","0","0","1"
"Berry_Calvo_1989","Espeletia_batata","Compositae","NA","NA","NA","NA","0","0","0","1"
"Berry_Calvo_1989","Espeletia_schultzii","Compositae","NA","NA","NA","NA","0","0","0","1"
"Berry_Calvo_1989","Espeletia_semiglobulata","Compositae","NA","NA","NA","NA","0","0","0","1"
"Berry_Calvo_1989","Espeletiopsis_angustifolia","Compositae","NA","NA","NA","NA","0","0","0","1"
"Rambuda_Johnson_2004","Eucalyptus_camaldulensis","Myrtaceae","1","0.815724816","0.92","0.681572482","0","1","55","1"
"Ellis_Sedgley_1992","Eucalyptus_cladocalyx","Myrtaceae","1","0.378378378","NA","NA","0","1","10","1"
"Ellis_Sedgley_1992","Eucalyptus_foecunda","Myrtaceae","0.182310469","0.053333333","NA","NA","0","0","0","1"
"Hardner_Potts_1995","Eucalyptus_globulus","Myrtaceae","0.8","0.266666667","0.8","0.244444444","0","1","44","1"
"Horsley_Johnson_2007","Eucalyptus_grandis","Myrtaceae","1","0.54040404","NA","NA","0","1","14","1"
"Pound_etal_2003","Eucalyptus_nitens","Myrtaceae","0.663639312","0.338582677","NA","NA","0","1","2","1"
"Ellis_Sedgley_1992","Eucalyptus_spathulata","Myrtaceae","0.087417219","0.011510791","NA","NA","0","1","1","1"
"Horsley_Johnson_2007","Eucalyptus_urophylla","Myrtaceae","0.578125","0.373493976","NA","NA","0","1","3","1"
"Tanner_1982","Eugenia_biflora","Myrtaceae","NA","NA","NA","NA","0","1","1","6"
"Proenca_Gibbs_1994","Eugenia_dysenterica","Myrtaceae","0.835","NA","0.355","NA","0","0","0","2"
"Nayak_Davidar_2010a","Eugenia_involucrata","Myrtaceae","0.53539823","NA","0.18879056","NA","0","0","0","3"
"Nayak_Davidar_2010b","Eugenia_involucrata","Myrtaceae","NA","NA","NA","NA","0","0","0","3"
"Narbona_etal_2011","Euphorbia_baetica","Euphorbiaceae","0.129227053","NA","NA","NA","0","0","0","1"
"Selbo_Carmichael_1999","Euphorbia_esula","Euphorbiaceae","0.45800317","NA","NA","NA","0","1","41","13"
"Narbona_etal_2011","Euphorbia_nicaeensis","Euphorbiaceae","0.90148448","NA","NA","NA","0","0","0","7"
"Gomez_2002","Euphrasia_willkommii","Orobanchaceae","0.99","NA","1","NA","0","0","0","2"
"Les_etal_1991","Eurybia_furcata","Compositae","NA","0.014595661","NA","NA","0","0","0","3"
"Arroyo_Uslar_1993","Eustephia_coccinea","Amaryllidaceae","0","0","0","NA","0","0","0","1"
"Razanajatovo_vanKleunen_2016","Euthamia_graminifolia","Compositae","NA","NA","NA","NA","0","1","10","7"
"Ramirez_Seres_1994","Evodianthus_funifer","Cyclanthaceae","0.906","0.698635236","NA","NA","0","0","0","5"
"Jaimes_Ramirez_1997","Evolvulus_tenuis","Convolvulaceae","0","0","0","0","0","0","0","6"
"Bullock_1985","Exostema_caribaeum","Rubiaceae","0.032258065","NA","NA","NA","0","0","0","5"
"Gassama-Dia_etal_2003","Faidherbia_albida","Leguminosae","0.272","NA","0.23","NA","0","1","3","10"
"McIntosh_2002","Ferocactus_cylindraceus","Cactaceae","0.200069792","0.03493166","0.036873328","0.064623571","0","0","0","2"
"McIntosh_2002","Ferocactus_wislizeni","Cactaceae","0.170055249","0.035249474","0.2","0.074115799","0","0","0","3"
"vanKleunen_etal_2008","Ferraria_crispa","Iridaceae","NA","NA","NA","NA","0","1","18","1"
"vanKleunen_etal_2008","Ferraria_uncinata","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"Hossaert-McKey_Bronstein_2001","Ficus_aurea","Moraceae","0.948744129","0.933146873","NA","NA","0","0","0","4"
"Nayak_Davidar_2010a","Flacourtia_indica","Salicaceae","NA","NA","NA","NA","0","1","13","9"
"Medan_1994","Frangula_alnus","Rhamnaceae","NA","NA","NA","NA","0","1","36","11"
"Threadgill_etal_1981","Frasera_caroliniensis","Gentianaceae","0.653104925","0.568421053","0.383297645","0.287719298","0","0","0","4"
"vanKleunen_etal_2008","Freesia_leichtlinii","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"vanKleunen_etal_2008","Freesia_occidentalis","Iridaceae","NA","NA","NA","NA","0","0","0","1"
"Cuevas_etal_2014","Fuchsia_microphylla","Onagraceae","NA","NA","NA","NA","0","0","0","2"
"Guemes_Boscaiu_2001","Fumana_ericifolia","Cistaceae","1","0.97994107","0.906686815","0.991727108","0","0","0","3"
"Carrio_Guemes_2013","Fumana_thymifolia","Cistaceae","0.960641399","NA","0.412536443","NA","0","0","0","6"
"Pailler_Thompson_1997","Gaertnera_vaginata","Rubiaceae","0","0","0","NA","0","0","0","1"
"Jaimes_Ramirez_1997","Galinsoga_parviflora","Compositae","1","1","1","1","1","1","216","9"
"Arroyo_Uslar_1993","Galium_hypocarpium","Rubiaceae","1","0.88","0.9706","0.825","0","0","0","7"
"Leal_etal_2013","Garcinia_brasiliensis","Clusiaceae","NA","NA","0","NA","0","0","0","4"
"Nayak_Davidar_2010a","Garcinia_spicata","Clusiaceae","NA","NA","NA","NA","0","0","0","1"
"Lehnebach_etal_2005","Gastrodia_cunninghamii","Orchidaceae","0","NA","1","NA","0","0","0","2"
