island_id,n_bombus_species_total,n_bombus_species_scored,n_bombus_species_unscored,n_environmentally_compatible_species,share_environmentally_compatible_species,environmental_compatibility_max,environmental_compatibility_mean,environmental_extrapolation_share,bombus_regime_set,primary_bombus_channel_analysis,global_comparison_only,n_trait_species,area_km2,log_island_area_km2,island_latitude,island_longitude,abs_latitude,spatial_block,climate_pc1,climate_pc2,climate_pc3,climate_pc4,distance_to_continent_km,log_distance_to_continent_km,legacy_v1_all_land_distance_km,legacy_v1_log_all_land_distance_km,analysis_regime,bombus_channel_state,plain_color_trials,plain_color_successes,plain_color_share,conspicuous_color_trials,conspicuous_color_successes,conspicuous_color_share,generalized_form_trials,generalized_form_successes,generalized_form_share,wind_mixed_trials,wind_mixed_successes,wind_mixed_share,showy_alternative_guild_trials,showy_alternative_guild_successes,showy_alternative_guild_share,other_bee_guild_trials,other_bee_guild_successes,other_bee_guild_share,generalist_insect_guild_trials,generalist_insect_guild_successes,generalist_insect_guild_share,spherical_coast_distance_km,original_projected_distance_km
gshhg_2.3.7_h_0110cb02e532ee70eaaa,169,142,27,6,0.0422535211267605,0.7285773683285676,0.1135478777988177,0.8402366863905325,applicability_unresolved,False,True,0,9.695036847545218,2.369779787834205,-54.43342123076923,-72.09048731250894,54.43342123076923,lat03_lon10,-0.2370358878850075,-1.432298053633323,-0.3222767647140326,-0.8235059571689369,72.40547044501012,4.295998462066876,0.0,0.0,southern_extratropical,0.7285773683285676,,,,,,,,,,,,,,,,,,,,,,72.40547044501012,126.491278627998
gshhg_2.3.7_h_0116f4858b9ebb2ca1d1,169,142,27,8,0.056338028169014,0.8583117158190009,0.0803551982985419,0.8284023668639053,applicability_unresolved,False,True,91,1096.2497962100808,7.000562142840444,72.42238861538462,77.6302571429768,72.42238861538462,lat16_lon25,-3.577430859952127,-0.0975296584609748,-0.8484867972190409,0.2321586859830492,1.3972703257462502,0.8743307257919108,4.220414487897897,1.6525768025540892,northern_high_latitude,0.8583117158190009,91.0,50.0,0.5494505494505495,91.0,41.0,0.4505494505494505,90.0,4.0,0.0444444444444444,91.0,31.0,0.3406593406593406,91.0,0.0,0.0,91.0,76.0,0.8351648351648352,91.0,5.0,0.0549450549450549,1.3972703257462502,4.220414487897897
gshhg_2.3.7_h_011d8b3dfa0ab6a9edd6,169,142,27,9,0.0633802816901408,0.8959586126775395,0.076840556915765,0.7751479289940828,applicability_unresolved,False,True,2323,32046.39946132716,10.374971319004588,49.69102115384615,-125.67628123700256,49.69102115384615,lat13_lon05,0.3899048529055401,-2.4479888559455545,3.54599575375443,0.9959367695510276,2.7707665747190307,1.3272783162593036,0.0,0.0,northern_midlatitude,0.8959586126775395,2320.0,1083.0,0.4668103448275862,2320.0,1237.0,0.5331896551724138,2200.0,263.0,0.1195454545454545,2323.0,480.0,0.2066293585880327,2320.0,3.0,0.0012931034482758,2320.0,1676.0,0.7224137931034482,2320.0,186.0,0.0801724137931034,2.7707665747190307,0.0
gshhg_2.3.7_h_0131cc3476d488304772,169,142,27,1,0.0070422535211267,0.6931723857574813,0.0283050777335691,0.8402366863905325,applicability_unresolved,False,True,30,929.1033168448658,6.835295673358465,79.96691684615385,-99.33088450559272,79.96691684615385,lat16_lon08,-4.522995053016604,0.2771981618879031,-0.4645008803592045,1.4692812837808042,859.4865832172262,6.757498023684864,241.41477741470965,5.490650215268966,northern_high_latitude,0.6931723857574813,30.0,21.0,0.7,30.0,9.0,0.3,30.0,0.0,0.0,30.0,7.0,0.2333333333333333,30.0,0.0,0.0,30.0,19.0,0.6333333333333333,30.0,6.0,0.2,859.4865832172262,3627.745749585265
gshhg_2.3.7_h_0146278ed0d905ec1354,169,142,27,5,0.0352112676056338,0.7633910848267252,0.0607554559080382,0.8402366863905325,applicability_unresolved,False,True,521,236.3360651128232,5.469477132984462,4.052376,117.66664048383984,4.052376,lat09_lon29,2.243160297012785,-0.1497982559239475,-0.5423284634204826,-0.9752034632060804,1241.921435443298,7.12521988391645,0.0,0.0,tropical,0.7633910848267252,513.0,397.0,0.7738791423001949,513.0,116.0,0.226120857699805,507.0,0.0,0.0,521.0,48.0,0.092130518234165,514.0,3.0,0.0058365758754863,514.0,490.0,0.953307392996109,514.0,10.0,0.0194552529182879,1241.921435443298,1263.7846872629982
gshhg_2.3.7_h_01499e2ddeee10b48d7b,169,142,27,8,0.056338028169014,0.7971845604905369,0.0953995536491536,0.8224852071005917,applicability_unresolved,False,True,0,88.93864468295227,4.49912771210463,-44.27914723076923,-74.32169485535678,44.27914723076923,lat04_lon10,0.351668135534157,-2.156215010204668,0.9458450783473378,0.1191505840731926,77.38920942588764,4.361686283009932,0.0,0.0,southern_extratropical,0.7971845604905369,,,,,,,,,,,,,,,,,,,,,,77.38920942588764,0.0
gshhg_2.3.7_h_0149f2baee666ade74c7,169,142,27,2,0.0140845070422535,0.6402474142811295,0.0928566547784708,0.8284023668639053,applicability_unresolved,False,True,1731,747.2032543712359,6.617674671505275,32.738722307692306,-16.9880578615238,32.738722307692306,lat12_lon16,-0.0663283524870989,-1.945479658025849,6.893192451146618,-0.4322455155565229,641.6509764589288,6.46560177198069,755.970300569599,6.629324019602553,northern_midlatitude,0.6402474142811295,1712.0,744.0,0.4345794392523364,1712.0,968.0,0.5654205607476636,1669.0,197.0,0.1180347513481126,1731.0,288.0,0.1663778162911612,1722.0,11.0,0.0063879210220673,1722.0,1287.0,0.7473867595818815,1722.0,140.0,0.08130081300813,641.6509764589288,755.970300569599
gshhg_2.3.7_h_014cd90cee213c000ad3,169,142,27,0,0.0,0.1244061856167164,0.0028856395352756,0.8402366863905325,applicability_unresolved,False,True,0,24.3563751826806,3.23303018491604,-48.17166215384616,-74.83385725007271,48.17166215384616,lat04_lon10,1.7231141012414382,-3.753105089496546,-0.1483132214392239,0.727067568776001,14.110719989642446,2.7154044250264935,0.0,0.0,southern_extratropical,0.1244061856167164,,,,,,,,,,,,,,,,,,,,,,14.110719989642446,0.0
gshhg_2.3.7_h_01554853fed5c96187f6,169,142,27,2,0.0140845070422535,0.6413330246655166,0.0397758967390955,0.8106508875739645,applicability_unresolved,False,True,181,86.73009075115282,4.474264950576698,20.75804276923077,121.83320137032229,20.75804276923077,lat11_lon30,2.313068539366808,-0.6638656698877922,-0.0331839789321337,-0.0611120429598119,527.6983077738457,6.270417962505897,182.5901521425864,5.212705839180232,tropical,0.6413330246655166,179.0,91.0,0.5083798882681564,179.0,88.0,0.4916201117318435,175.0,15.0,0.0857142857142857,181.0,28.0,0.154696132596685,179.0,0.0,0.0,179.0,155.0,0.8659217877094972,179.0,11.0,0.0614525139664804,527.6983077738457,571.5789352342001
gshhg_2.3.7_h_015cd304395a6b3a0581,169,142,27,1,0.0070422535211267,0.7123867518632183,0.034432104151572,0.834319526627219,applicability_unresolved,False,True,36,536.2187263501442,6.286405323218999,-8.633008615384616,157.99409970573092,8.633008615384616,lat08_lon33,3.061772443224351,-1.6173749428632456,-0.1060856388455285,-0.2249245331439319,1530.2044390772694,7.333809919778389,102.13691853200554,4.636057411620416,tropical,0.7123867518632183,36.0,18.0,0.5,36.0,18.0,0.5,24.0,0.0,0.0,36.0,3.0,0.0833333333333333,36.0,0.0,0.0,36.0,24.0,0.6666666666666666,36.0,0.0,0.0,1530.2044390772694,1565.3032262800807
gshhg_2.3.7_h_015e888b7ce93f1206a9,169,142,27,4,0.028169014084507,0.7725903823517205,0.0394715839779994,0.8284023668639053,applicability_unresolved,False,True,37,5.976556408374889,1.9425554438008297,9.986641307692308,-85.06331651683671,9.986641307692308,lat09_lon09,2.1577062464845462,0.5982705840403958,1.6660371140618049,0.6237066681419902,0.1201715207704232,0.11348181712674828,0.0,0.0,tropical,0.7725903823517205,37.0,18.0,0.4864864864864865,37.0,19.0,0.5135135135135135,35.0,2.0,0.0571428571428571,37.0,7.0,0.1891891891891892,37.0,0.0,0.0,37.0,29.0,0.7837837837837838,37.0,6.0,0.1621621621621621,0.1201715207704232,0.0
gshhg_2.3.7_h_017aeb7418949bc0725e,169,142,27,0,0.0,0.3704568386158429,0.0278558875227149,0.8402366863905325,applicability_unresolved,False,True,1,138.8011612763087,4.940221136462696,21.61522423076923,72.70093770970685,21.61522423076923,lat11_lon25,1.0363979562192582,3.697538826482892,0.9375757606216067,1.246527761687736,0.909793090633212,0.6469949066790658,0.0,0.0,tropical,0.3704568386158429,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.909793090633212,0.0
gshhg_2.3.7_h_018f0cf960c371293368,169,142,27,13,0.0915492957746478,0.7717220319374596,0.2096507086192028,0.7869822485207101,applicability_unresolved,False,True,104,41.486419501044296,3.74918448371432,42.751671384615385,16.877787180207314,42.751671384615385,lat13_lon19,-0.2538788956788098,0.7830410852894499,0.4104296800699097,-0.925485368708644,26.081409000033727,3.2988474777109555,50.48655053023142,3.9413206188100616,northern_midlatitude,0.7717220319374596,103.0,42.0,0.4077669902912621,103.0,61.0,0.5922330097087378,97.0,14.0,0.1443298969072164,104.0,10.0,0.0961538461538461,103.0,1.0,0.0097087378640776,103.0,74.0,0.7184466019417476,103.0,17.0,0.1650485436893204,26.081409000033727,50.48655053023142
gshhg_2.3.7_h_01b92cc8fdd8735a2c74,169,142,27,4,0.028169014084507,0.653447534261028,0.073411401719362,0.8224852071005917,applicability_unresolved,False,True,0,516.0049735594515,6.248052494499781,71.27766238461538,-52.81340217039708,71.27766238461538,lat16_lon12,-3.1350988007425906,-4.071112908499695,8.296902552911414,0.1270650991722871,1072.1247297960754,6.978329979860049,0.0,0.0,northern_high_latitude,0.653447534261028,,,,,,,,,,,,,,,,,,,,,,1072.1247297960754,3204.500642940202
gshhg_2.3.7_h_01bb505331b2cc1d3b41,169,142,27,7,0.0492957746478873,0.7689821162749013,0.0965912086439553,0.8106508875739645,applicability_unresolved,False,True,0,5.290053739564401,1.8389696143267904,-45.31512615384615,-74.15433522807221,45.31512615384615,lat04_lon10,0.3863843977245438,-2.2946878434893088,0.9248700955225904,-0.0580378183217753,49.15241601009112,3.915066688922332,0.0,0.0,southern_extratropical,0.7689821162749013,,,,,,,,,,,,,,,,,,,,,,49.15241601009112,0.0
gshhg_2.3.7_h_01caac6a2a4237ea3831,169,142,27,11,0.0774647887323943,0.7507442415603482,0.1001903511772617,0.834319526627219,applicability_unresolved,False,True,130,64.56564842235016,4.18305190669808,24.20495003846154,-97.71857758250016,24.20495003846154,lat11_lon08,0.5711994031048404,1.8986447927026813,0.0119694602763808,-0.4377766913341261,0.0742282259538426,0.07160247439967891,0.0,0.0,northern_midlatitude,0.7507442415603482,130.0,58.0,0.4461538461538462,130.0,72.0,0.5538461538461539,130.0,13.0,0.1,130.0,26.0,0.2,130.0,0.0,0.0,130.0,100.0,0.7692307692307693,130.0,9.0,0.0692307692307692,0.0742282259538426,0.0
gshhg_2.3.7_h_01dca799722c74234132,169,142,27,0,0.0,0.262693175941153,0.0108164158148284,0.8402366863905325,applicability_unresolved,False,True,0,11.618128537193371,2.5351345527086973,-53.62323684615384,-73.71098357452526,53.62323684615384,lat03_lon10,0.9044833448937154,-2.852520223378141,-0.2738636115354315,0.1616555061401006,62.53412163929049,4.151577110228802,0.0,0.0,southern_extratropical,0.262693175941153,,,,,,,,,,,,,,,,,,,,,,62.53412163929049,99.89600642374688
gshhg_2.3.7_h_01e1ad6289d9aab372bb,169,142,27,0,0.0,0.2130602723611017,0.0053482523284535,0.8402366863905325,applicability_unresolved,False,True,0,91.92325575296476,4.531773945525198,11.731861,98.65600239669158,11.731861,lat10_lon27,2.831640809110457,1.051570262579659,-0.0731881444748777,1.3111096927475507,0.1061549809835263,0.10089002075474876,0.0,0.0,tropical,0.2130602723611017,,,,,,,,,,,,,,,,,,,,,,0.1061549809835263,0.0
gshhg_2.3.7_h_01fcb93d7ed2c9217e67,169,142,27,1,0.0070422535211267,0.5659731501705606,0.0272327681248308,0.8402366863905325,applicability_unresolved,False,True,5,325.43520988040854,5.788231490680149,80.80136315384615,54.91855026245484,80.80136315384615,lat17_lon23,-3.654396708817624,-1.472281462206624,1.101874589784005,-0.2702693243962266,927.9720612072092,6.834078664311239,287.24986133237263,5.663827678081828,northern_high_latitude,0.5659731501705606,5.0,3.0,0.6,5.0,2.0,0.4,5.0,0.0,0.0,5.0,1.0,0.2,5.0,0.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,927.9720612072092,4210.244312850307
gshhg_2.3.7_h_0202a2802f2e89f1e536,169,142,27,10,0.0704225352112676,0.9333550731151604,0.1161858128382047,0.8106508875739645,applicability_unresolved,False,True,0,31.01656075725888,3.46625329259488,63.47084392307692,-78.48361740242981,63.47084392307692,lat15_lon10,-3.267189464237177,0.1981607529139784,-0.6778298284673541,0.3029121863820003,107.65923823201048,4.688216730533834,185.34925786495984,5.227622643437916,northern_midlatitude,0.9333550731151604,,,,,,,,,,,,,,,,,,,,,,107.65923823201048,249.5439027573661
gshhg_2.3.7_h_02046844ddaa6d0e45b0,169,142,27,0,0.0,0.1129797616600988,0.0050315919593528,0.8402366863905325,applicability_unresolved,False,True,0,6.781150705672272,2.051704232866746,16.614455461538462,-24.59715315384184,16.614455461538462,lat10_lon15,0.6599445189588823,3.822756082717812,1.648125303837685,1.6449498001313654,782.522830897138,6.663800200997738,804.3536089112391,6.6912814466978645,tropical,0.1129797616600988,,,,,,,,,,,,,,,,,,,,,,782.522830897138,804.3536089112391
gshhg_2.3.7_h_02051df4ff4dcc08331f,169,142,27,11,0.0774647887323943,0.8155440488299015,0.1450083236702684,0.7869822485207101,applicability_unresolved,False,True,11,8.376841235355512,2.238242951010748,34.63766669230769,-77.17530481008501,34.63766669230769,lat12_lon10,0.3633606145541293,0.28618928880072,-0.8241766991990359,-0.3692370603696625,0.0654410110248145,0.06338880830675464,0.0,0.0,northern_midlatitude,0.8155440488299015,11.0,4.0,0.3636363636363636,11.0,7.0,0.6363636363636364,9.0,3.0,0.3333333333333333,11.0,1.0,0.0909090909090909,11.0,0.0,0.0,11.0,7.0,0.6363636363636364,11.0,1.0,0.0909090909090909,0.0654410110248145,0.0
gshhg_2.3.7_h_02059c2aff663c2de618,169,142,27,3,0.0211267605633802,0.6438482964298359,0.0676933956666552,0.8402366863905325,applicability_unresolved,False,True,3,8.27102746316113,2.226894210885708,9.880929615384616,123.77235481249176,9.880929615384616,lat09_lon30,1.6053112841944073,0.8224419181911552,-0.1939832923955166,-1.307581699450919,1588.0416636172886,7.370886386216444,15.1121498586928,2.7795736369938258,tropical,0.6438482964298359,3.0,2.0,0.6666666666666666,3.0,1.0,0.3333333333333333,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.6666666666666666,3.0,0.0,0.0,1588.0416636172886,1633.1029267372885
gshhg_2.3.7_h_0205b3f86aa9c23b6b93,169,142,27,2,0.0140845070422535,0.5676926040987729,0.01807561710488,0.8284023668639053,applicability_unresolved,False,True,0,13.150855418074734,2.6497750758361893,13.961915615384616,124.32802253605576,13.961915615384616,lat10_lon30,3.1590420193908693,-1.428301141131798,0.4499660266387744,0.7747162689777869,1291.9610846506223,7.164690281374328,44.72775051455508,3.822705345875223,tropical,0.5676926040987729,,,,,,,,,,,,,,,,,,,,,,1291.9610846506223,1378.954596933824
gshhg_2.3.7_h_020bcc84cdc211df435f,169,142,27,2,0.0140845070422535,0.6025112100480334,0.0757625624274505,0.834319526627219,applicability_unresolved,False,True,0,75.00536991385368,4.330803994551492,-51.962980615384616,-73.77646579895202,51.962980615384616,lat03_lon10,0.0960827871624861,-2.225101827426627,0.8220594918524566,-0.48116478315254,2.0410003371755794,1.1121865195717684,0.0,0.0,southern_extratropical,0.6025112100480334,,,,,,,,,,,,,,,,,,,,,,2.0410003371755794,0.0
gshhg_2.3.7_h_020da58b569dff4e25cc,169,142,27,1,0.0070422535211267,0.5575051701724653,0.0390103776570441,0.834319526627219,applicability_unresolved,False,True,0,16.428679027798513,2.85811706938503,-17.762403846153845,178.75528353055938,17.762403846153845,lat07_lon35,2.510120831647362,-0.9179953922286812,-0.0255929382705826,-0.1276709251184387,2782.573486604336,7.9314908080669975,3.2332710683317405,1.4429749964201757,tropical,0.5575051701724653,,,,,,,,,,,,,,,,,,,,,,2782.573486604336,3017.79839246778
gshhg_2.3.7_h_021042050c8b2bae46ca,169,142,27,0,0.0,0.3792705738553146,0.0291083862838042,0.8402366863905325,applicability_unresolved,False,True,23,5.414759009218282,1.858601430599408,-16.669160307692305,139.8608485624959,16.669160307692305,lat07_lon31,1.4461934118196105,2.79845184766906,0.5215016474950296,1.291313968999669,83.33657886817427,4.434815683921754,93.26075467823532,4.5460649278101855,tropical,0.3792705738553146,23.0,12.0,0.5217391304347826,23.0,11.0,0.4782608695652174,23.0,0.0,0.0,23.0,3.0,0.1304347826086956,23.0,0.0,0.0,23.0,17.0,0.7391304347826086,23.0,2.0,0.0869565217391304,83.33657886817427,93.26075467823532
gshhg_2.3.7_h_021b9fb5024ea1e13d80,169,142,27,6,0.0422535211267605,0.7876812841065967,0.0668987267533821,0.8402366863905325,applicability_unresolved,False,True,0,9.461628316110753,2.347714117277628,1.057857076923077,120.6466146573195,1.057857076923077,lat09_lon30,2.07700780865213,0.1440975740311573,-0.4411823375154459,-1.0978716279691894,1715.9668935019,7.448314579116883,0.0,0.0,tropical,0.7876812841065967,,,,,,,,,,,,,,,,,,,,,,1715.9668935019,1739.467218734177
gshhg_2.3.7_h_022023430766fcc855a2,169,142,27,1,0.0070422535211267,0.6870026606980497,0.0220189052444105,0.8402366863905325,applicability_unresolved,False,True,0,5.814154238648647,1.9190019545342007,-7.407963461538461,155.56815933247816,7.407963461538461,lat08_lon33,3.462907532030445,-2.040302226211803,-0.4753495509491237,0.1561407133976822,1391.6750485575928,7.23898167202119,53.39724661258618,3.9963135388417537,tropical,0.6870026606980497,,,,,,,,,,,,,,,,,,,,,,1391.6750485575928,1421.4757159700712
gshhg_2.3.7_h_0227574d0443125a58a0,169,142,27,8,0.056338028169014,0.8293699457951175,0.1509476602788591,0.7633136094674556,applicability_unresolved,False,True,0,7.586212311046454,2.1501576970818386,28.746508538461537,121.8667392650102,28.746508538461537,lat11_lon30,0.1366779064464089,0.5692064459168699,-0.3568921590340863,-0.267514390343286,16.603478574535583,2.868096528795084,0.0,0.0,northern_midlatitude,0.8293699457951175,,,,,,,,,,,,,,,,,,,,,,16.603478574535583,0.0
gshhg_2.3.7_h_0231095415e627a5f8c7,169,142,27,5,0.0352112676056338,0.8660831730864958,0.0590138188620973,0.834319526627219,applicability_unresolved,False,True,0,25.110294290950524,3.262329653844397,71.73716046153847,-96.93494655901596,71.73716046153847,lat16_lon08,-4.13820889282586,0.4076224992948304,-0.6663134000677857,1.0333517224314754,36.27661571050589,3.618366205399021,0.0,0.0,northern_high_latitude,0.8660831730864958,,,,,,,,,,,,,,,,,,,,,,36.27661571050589,132.26379024645013
gshhg_2.3.7_h_023d75413fb276c022ac,169,142,27,5,0.0352112676056338,0.829386368734227,0.0470315601205642,0.8224852071005917,applicability_unresolved,False,True,0,911.7685385810344,6.816482331018103,74.09444007692308,140.64048989189516,74.09444007692308,lat16_lon32,-4.0145841408235485,0.3552921273588722,-0.4505078081523598,1.0595684888693606,113.27306492415336,4.738590890573261,54.60039647240406,4.0181903320297465,northern_high_latitude,0.829386368734227,,,,,,,,,,,,,,,,,,,,,,113.27306492415336,405.9246877071697
gshhg_2.3.7_h_023f63a676fed97131d2,169,142,27,48,0.3380281690140845,0.944139520452158,0.3577815524750547,0.6272189349112426,applicability_unresolved,False,True,8179,219502.4196630084,12.299123090706342,53.30931607692308,-2.617056883260286,53.30931607692308,lat14_lon17,-0.5994763198709696,-0.6234817074136414,0.7070000411548788,-1.009803076633194,31.667388554585926,3.4863772883680646,0.0,0.0,northern_midlatitude,0.944139520452158,8139.0,3238.0,0.3978375721833149,8139.0,4901.0,0.602162427816685,7765.0,1371.0,0.1765614938828074,8179.0,1241.0,0.1517300403472307,8153.0,18.0,0.0022077762786704,8153.0,5770.0,0.7077149515515762,8153.0,584.0,0.071630074819085,31.667388554585926,44.74924729494063
gshhg_2.3.7_h_024ee2adace737ee5446,169,142,27,9,0.0633802816901408,0.7250286730947638,0.1619454215761184,0.834319526627219,applicability_unresolved,False,True,71,131.40533970951978,4.885867972821995,-51.35177492307692,-60.184618925503656,51.35177492307692,lat03_lon11,-1.041460796028769,-0.1986245180478526,0.1897027864663962,-1.4354124345493335,533.5790692391739,6.281479650748254,0.0,0.0,southern_extratropical,0.7250286730947638,70.0,18.0,0.2571428571428571,70.0,52.0,0.7428571428571429,66.0,21.0,0.3181818181818182,71.0,9.0,0.1267605633802817,70.0,1.0,0.0142857142857142,70.0,51.0,0.7285714285714285,70.0,7.0,0.1,533.5790692391739,829.5833775074511
gshhg_2.3.7_h_0255c920f5cb7c9690c6,169,142,27,8,0.056338028169014,0.6836023044912812,0.0765839209573057,0.8224852071005917,applicability_unresolved,False,True,1,41.940000170007885,3.759803796409831,-8.326198846153845,121.71549533773724,8.326198846153845,lat08_lon30,1.4927146102650355,0.5477622312527808,2.504388745926584,-0.3641262698492477,774.8120362041481,6.653910269456474,15.39177765661626,2.7967798467045526,tropical,0.6836023044912812,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,774.8120362041481,799.3103282477875
