island_id,n_bombus_species_total,n_bombus_species_scored,n_bombus_species_unscored,n_environmentally_compatible_species,share_environmentally_compatible_species,environmental_compatibility_max,environmental_compatibility_mean,environmental_extrapolation_share,bombus_regime_set,primary_bombus_channel_analysis,global_comparison_only,n_trait_species,area_km2,log_island_area_km2,island_latitude,island_longitude,abs_latitude,spatial_block,climate_pc1,climate_pc2,climate_pc3,climate_pc4,distance_to_continent_km,log_distance_to_continent_km,legacy_v1_all_land_distance_km,legacy_v1_log_all_land_distance_km,analysis_regime,bombus_channel_state,plain_color_trials,plain_color_successes,plain_color_share,conspicuous_color_trials,conspicuous_color_successes,conspicuous_color_share,generalized_form_trials,generalized_form_successes,generalized_form_share,wind_mixed_trials,wind_mixed_successes,wind_mixed_share,showy_alternative_guild_trials,showy_alternative_guild_successes,showy_alternative_guild_share,other_bee_guild_trials,other_bee_guild_successes,other_bee_guild_share,generalist_insect_guild_trials,generalist_insect_guild_successes,generalist_insect_guild_share,spherical_coast_distance_km,original_projected_distance_km
gshhg_2.3.7_h_04dc305dfc73e8939567,169,142,27,13,0.0915492957746478,0.786432163284218,0.2166223521930254,0.7692307692307693,applicability_unresolved,False,True,38,7.903774070557804,2.186475239724748,40.330277692307696,23.91113428065148,40.330277692307696,lat13_lon20,-0.5011755269045833,1.2008585274260604,0.075632963858463,-0.8034085224698576,2.319651900552552,1.1998599282001732,0.0,0.0,northern_midlatitude,0.786432163284218,38.0,20.0,0.5263157894736842,38.0,18.0,0.4736842105263157,38.0,3.0,0.0789473684210526,38.0,5.0,0.131578947368421,38.0,0.0,0.0,38.0,27.0,0.7105263157894737,38.0,6.0,0.1578947368421052,2.319651900552552,0.0
gshhg_2.3.7_h_04e667d104fb0a7c2934,169,0,169,0,,,,0.0,applicability_unresolved,False,True,0,9.375220506499204,2.339420319529384,78.01486561538461,-19.876795688056003,78.01486561538461,lat16_lon16,,,,,1465.030298477397,7.290313549680093,0.0,0.0,northern_high_latitude,,,,,,,,,,,,,,,,,,,,,,,1465.030298477397,5487.280518510913
gshhg_2.3.7_h_04e6b6a875c02d475044,169,142,27,7,0.0492957746478873,0.6507687711571861,0.0785318182435441,0.8402366863905325,applicability_unresolved,False,True,0,12.217468903349184,2.5815393564369145,20.721171,-78.46551265991185,20.721171,lat11_lon10,1.4278462588557643,1.6323230147140853,-0.0914932879605007,-0.4863247330779555,514.6169870699995,6.245364216740315,22.535202585353623,3.1584972826492272,tropical,0.6507687711571861,,,,,,,,,,,,,,,,,,,,,,514.6169870699995,578.5087941879773
gshhg_2.3.7_h_04ee7e64d3ae8f20d0f2,169,142,27,6,0.0422535211267605,0.6675491632116393,0.0640541461076003,0.834319526627219,applicability_unresolved,False,True,315,42.65939229272348,3.776418431939344,34.03790553846154,-120.37351017158866,34.03790553846154,lat12_lon05,-0.1815192418520148,1.4437994187663723,1.077758425375138,0.0073874911196122,41.2969175529724,3.7447142123088826,49.37898235282974,3.9195740712926983,northern_midlatitude,0.6675491632116393,314.0,144.0,0.4585987261146497,314.0,170.0,0.5414012738853503,314.0,58.0,0.1847133757961783,315.0,77.0,0.2444444444444444,314.0,0.0,0.0,314.0,234.0,0.7452229299363057,314.0,24.0,0.0764331210191082,41.2969175529724,49.37898235282974
gshhg_2.3.7_h_05009e1c446b7a4b906f,169,142,27,6,0.0422535211267605,0.7466382760172443,0.0650781964792272,0.8165680473372781,applicability_unresolved,False,True,136,339.43986862495365,5.830238512710888,32.677647307692304,128.7439226517434,32.677647307692304,lat12_lon30,0.9714256804885424,-0.5330674516045883,-0.0625763744912116,0.6065138857794551,215.7294862964532,5.378649968950897,87.24830694735245,4.480154510896827,northern_midlatitude,0.7466382760172443,136.0,65.0,0.4779411764705882,136.0,71.0,0.5220588235294118,132.0,9.0,0.0681818181818181,136.0,30.0,0.2205882352941176,136.0,2.0,0.0147058823529411,136.0,110.0,0.8088235294117647,136.0,13.0,0.0955882352941176,215.7294862964532,267.0789994067971
gshhg_2.3.7_h_05059f34c5d520b8f121,169,142,27,17,0.1197183098591549,0.8525532296017477,0.1873020292338702,0.7455621301775148,applicability_unresolved,False,True,208,20.9392999788984,3.0882795481802963,56.13830938461538,-76.74748648563396,56.13830938461538,lat14_lon10,-2.4988605523616467,0.147877303165106,-0.1954094589575574,0.592058914189498,3.45550750189623,1.4941409718075727,0.0,0.0,northern_midlatitude,0.8525532296017477,207.0,113.0,0.5458937198067633,207.0,94.0,0.4541062801932367,187.0,12.0,0.0641711229946524,208.0,58.0,0.2788461538461538,207.0,0.0,0.0,207.0,153.0,0.7391304347826086,207.0,13.0,0.0628019323671497,3.45550750189623,0.0
gshhg_2.3.7_h_0505b23aba75823fb29b,169,142,27,0,0.0,0.0030798664167683,3.687835184114874e-05,0.8402366863905325,applicability_unresolved,False,True,0,15.257097831525746,2.788529603043277,11.798942307692307,97.50950650962297,11.798942307692307,lat10_lon27,6.031203109942813,-3.328583770586647,-1.084638812457685,4.684024392394192,110.22929146681427,4.711593759600859,103.05652713009962,4.644934281579504,tropical,0.0030798664167683,,,,,,,,,,,,,,,,,,,,,,110.22929146681427,103.05652713009962
gshhg_2.3.7_h_05087c3586c0b1fda6cd,169,142,27,12,0.0845070422535211,0.8368609699956362,0.1510210422588938,0.8402366863905325,applicability_unresolved,False,True,0,10.917819474990273,2.478034714952999,63.94411938461538,-51.74231011537002,63.94411938461538,lat15_lon12,-1.8296869426858933,-0.2914595545974672,-0.809223317112711,-0.7845563048268995,770.7486173224318,6.648658871767359,0.0,0.0,northern_midlatitude,0.8368609699956362,,,,,,,,,,,,,,,,,,,,,,770.7486173224318,1663.107001320885
gshhg_2.3.7_h_050ca282d3cd4c92b562,169,142,27,8,0.056338028169014,0.6782945657998493,0.08605416033338,0.834319526627219,applicability_unresolved,False,True,0,25.087264682252894,3.26144725203692,22.94451923076923,-79.91201923075815,22.94451923076923,lat11_lon10,1.2875701370911434,1.4265925385965814,-0.1389675173909144,-0.5558375527423757,230.46129065407467,5.444412648547454,6.551992590244636,2.0218114476780777,tropical,0.6782945657998493,,,,,,,,,,,,,,,,,,,,,,230.46129065407467,271.41844503048213
gshhg_2.3.7_h_0517581719fdf6ebcb6d,169,142,27,4,0.028169014084507,0.7653519117110483,0.0570442985508454,0.8402366863905325,applicability_unresolved,False,True,2,81.09305562262814,4.407853428503677,-0.2636494615384614,122.31495803152518,0.2636494615384614,lat08_lon30,1.9259465904771,0.0269655393230956,0.2790722052837468,-1.045410935658314,1556.0690475039492,7.350560517352936,44.25221512447046,3.812251621974746,tropical,0.7653519117110483,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1556.0690475039492,1595.6801749557287
gshhg_2.3.7_h_0517ff26130429fb10b5,169,142,27,7,0.0492957746478873,0.884121657324058,0.0712775619574922,0.834319526627219,applicability_unresolved,False,True,0,461.3589119105836,6.13634145508517,69.62098300000001,-78.34362608843666,69.62098300000001,lat15_lon10,-3.635361375564896,0.7886530853033992,-0.455694440091113,1.269416977230352,101.61513086344888,4.6309853961660234,21.68252101199107,3.1215946284137392,northern_high_latitude,0.884121657324058,,,,,,,,,,,,,,,,,,,,,,101.61513086344888,287.6263507342736
gshhg_2.3.7_h_051a1add97a3f0466dd1,169,142,27,13,0.0915492957746478,0.6623873103782165,0.1334058414666689,0.7751479289940828,applicability_unresolved,False,True,235,52.89709053921701,3.987076497593792,66.25700415384615,12.805437311367903,66.25700415384615,lat15_lon19,-0.1679160740140498,-1.6346907523923728,0.26973658445656,0.1187926393869138,6.8465596650080585,2.0600751764960283,0.0,0.0,northern_midlatitude,0.6623873103782165,234.0,111.0,0.4743589743589743,234.0,123.0,0.5256410256410257,212.0,19.0,0.0896226415094339,235.0,69.0,0.2936170212765957,234.0,0.0,0.0,234.0,170.0,0.7264957264957265,234.0,14.0,0.0598290598290598,6.8465596650080585,0.0
gshhg_2.3.7_h_051acb45957e442ef242,169,142,27,0,0.0,0.2620985784468506,0.0238974918750895,0.8402366863905325,applicability_unresolved,False,True,0,9.06557979362984,2.309121662363588,30.44109592307692,49.201026204342256,30.44109592307692,lat12_lon22,0.2778211080325088,3.496840111234737,0.5507136246067781,0.754906417544817,0.9778616961472906,0.6820163096979366,0.0,0.0,northern_midlatitude,0.2620985784468506,,,,,,,,,,,,,,,,,,,,,,0.9778616961472906,0.0
gshhg_2.3.7_h_0520ac20e6aa1c59c42f,169,142,27,20,0.1408450704225352,0.9003728344682488,0.2119655132138479,0.7514792899408284,applicability_unresolved,False,True,0,99.40901633535394,4.60925200736247,60.99473307692308,-48.12673874494453,60.99473307692308,lat15_lon13,-1.5902831806216453,-0.6297118108087608,-0.0634955531875876,-0.7230765989390455,834.9307956861011,6.728545829378442,0.0,0.0,northern_midlatitude,0.9003728344682488,,,,,,,,,,,,,,,,,,,,,,834.9307956861011,1656.0071106269922
gshhg_2.3.7_h_0526ad28157866deaf5f,169,142,27,9,0.0633802816901408,0.7736400231487142,0.1206665947521016,0.8165680473372781,applicability_unresolved,False,True,0,127.8075342807783,4.858319307928206,69.69614315384615,-23.40443486767825,69.69614315384615,lat15_lon15,-2.26544391622714,-2.5270288421015787,3.813023362892997,-0.3207274527800076,1508.7668816014475,7.319710534845282,0.24060715519164,0.2156009010653487,northern_high_latitude,0.7736400231487142,,,,,,,,,,,,,,,,,,,,,,1508.7668816014475,3785.029306464449
gshhg_2.3.7_h_0529c490e73a2a625bb0,169,142,27,9,0.0633802816901408,0.953606726510444,0.0971249725814382,0.8047337278106509,applicability_unresolved,False,True,0,16.12678423065913,2.8406435673726564,67.9665706923077,-113.83777491996165,67.9665706923077,lat15_lon06,-3.6160890559217314,0.5938846847168423,-0.4050969249206214,0.9604172257514508,25.01715301174812,3.258756051715589,59.69874163731736,4.105922966999121,northern_high_latitude,0.953606726510444,,,,,,,,,,,,,,,,,,,,,,25.01715301174812,59.69874163731736
gshhg_2.3.7_h_052a1ba07738de5e4078,169,142,27,2,0.0140845070422535,0.6726326437277365,0.0357800009484527,0.8402366863905325,applicability_unresolved,False,True,1,81.84914801001887,4.417021460295482,-7.513188153846154,158.33240933428,7.513188153846154,lat08_lon33,3.0115612492675123,-1.0630122340211992,-0.8636925572991855,-0.3339220567286821,1632.4098708506626,7.398425054037214,0.0,0.0,tropical,0.6726326437277365,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1632.4098708506626,1666.9811515070687
gshhg_2.3.7_h_053ad197feff690e9e67,169,142,27,0,0.0,0.0406594737934893,0.0006477248331557,0.8402366863905325,applicability_unresolved,False,True,1,358.03261518652744,5.883413234463406,16.390785653846155,97.52773362476194,16.390785653846155,lat10_lon27,2.9872750216761723,1.2959287843368743,-0.1002447485461456,1.9838818515310108,0.8208617599162399,0.5993098834850477,0.0,0.0,tropical,0.0406594737934893,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8208617599162399,0.0
gshhg_2.3.7_h_054669d2ca2205626dd4,169,142,27,16,0.1126760563380281,0.7930331882212007,0.175952216576994,0.8402366863905325,applicability_unresolved,False,True,0,5.391957894360908,1.855040621202119,-55.27996807692308,-69.23375954927663,55.27996807692308,lat03_lon11,-0.8837836264159821,-1.3249804612430427,0.9723673501326576,-1.2052239762088497,197.45860176769875,5.290580523050104,0.0,0.0,southern_extratropical,0.7930331882212007,,,,,,,,,,,,,,,,,,,,,,197.45860176769875,337.2485760871393
gshhg_2.3.7_h_05474c7152761ed7a33e,169,142,27,8,0.056338028169014,0.909311859803693,0.0784426644833268,0.8165680473372781,applicability_unresolved,False,True,0,9.76938786458443,2.3767076524670694,69.54366861538462,-82.47713146880126,69.54366861538462,lat15_lon09,-3.759700047695267,0.1166376084298762,-0.5013551105111569,0.6893564761338515,0.1756461140845238,0.1618178807923904,0.0,0.0,northern_high_latitude,0.909311859803693,,,,,,,,,,,,,,,,,,,,,,0.1756461140845238,0.0
gshhg_2.3.7_h_05492291fefefa70f946,169,142,27,3,0.0211267605633802,0.7711327783410363,0.0298215437382368,0.8402366863905325,applicability_unresolved,False,True,0,9.9404342748575,2.392465492262412,-0.6651880769230769,109.37241424037224,0.6651880769230769,lat08_lon28,3.075664307672791,-0.96335201996181,-1.1740865678492325,-0.1489421663819248,606.42005577539,6.409220571123808,0.0,0.0,tropical,0.7711327783410363,,,,,,,,,,,,,,,,,,,,,,606.42005577539,609.6877704582027
gshhg_2.3.7_h_054a84aabcfa8de7014b,169,142,27,18,0.1267605633802817,0.7597049151370722,0.2022432293714368,0.7633136094674556,applicability_unresolved,False,True,0,194.4427414689717,5.275267454015308,56.08312473076923,-61.098234203183445,56.08312473076923,lat14_lon11,-2.219693535959669,-0.8503144947379021,-0.2701858566666206,-0.2854422250811789,0.234093436821769,0.21033664127289808,0.0,0.0,northern_midlatitude,0.7597049151370722,,,,,,,,,,,,,,,,,,,,,,0.234093436821769,0.0
gshhg_2.3.7_h_054e82acf24f42f98fcb,169,142,27,10,0.0704225352112676,0.9166043018833688,0.1157423782643813,0.834319526627219,applicability_unresolved,False,True,0,8.113264863959547,2.209731029500664,69.45895715384616,-135.25588462237224,69.45895715384616,lat15_lon04,-3.6588804331582505,0.6717695736072422,-0.6541901706530703,1.0288103322052904,1.037451194418631,0.7116996121864196,8.568812785668044,2.258509141935241,northern_high_latitude,0.9166043018833688,,,,,,,,,,,,,,,,,,,,,,1.037451194418631,8.568812785668044
gshhg_2.3.7_h_056c5ca3d0dca59470bc,169,142,27,0,0.0,0.1552189416101104,0.0048057690681833,0.8402366863905325,applicability_unresolved,False,True,0,5.982215805444128,1.9433663170341835,-53.13461084615384,-74.17907805770278,53.13461084615384,lat03_lon10,1.2251225863599735,-3.54397474198424,0.294692268389496,0.4830507524329814,48.124026655384775,3.8943482563622887,0.0,0.0,southern_extratropical,0.1552189416101104,,,,,,,,,,,,,,,,,,,,,,48.124026655384775,74.24834747246457
gshhg_2.3.7_h_057f4c1ee75cd5b54938,169,142,27,12,0.0845070422535211,0.91353848721484,0.1015658708283951,0.7396449704142012,applicability_unresolved,False,True,12,11.2103799383516,2.502286404620603,-22.94030123076923,-43.8942626634696,22.94030123076923,lat06_lon13,1.195982853698494,-0.8660201360422771,3.5770072217847213,-0.0682883177190469,0.1211996193830592,0.11439920083560515,0.0,0.0,tropical,0.91353848721484,12.0,9.0,0.75,12.0,3.0,0.25,11.0,0.0,0.0,12.0,2.0,0.1666666666666666,12.0,0.0,0.0,12.0,11.0,0.9166666666666666,12.0,0.0,0.0,0.1211996193830592,0.0
gshhg_2.3.7_h_057f6200510d8a1fedea,169,142,27,40,0.2816901408450704,0.9147463599937132,0.2793810308330226,0.6923076923076923,applicability_unresolved,False,True,189,6.0133267918332525,1.947812166477569,63.78777584615385,8.666975058156597,63.78777584615385,lat15_lon18,-0.6478710199539602,-0.22923441321584,-0.5884015552325524,-0.509513951712725,38.57023996594747,3.67807731971929,41.09747950307344,3.739987869610432,northern_midlatitude,0.9147463599937132,187.0,83.0,0.4438502673796791,187.0,104.0,0.5561497326203209,177.0,18.0,0.1016949152542373,189.0,49.0,0.2592592592592592,187.0,0.0,0.0,187.0,142.0,0.7593582887700535,187.0,12.0,0.0641711229946524,38.57023996594747,41.09747950307344
gshhg_2.3.7_h_05901e662ffc68f3ccc4,169,142,27,9,0.0633802816901408,0.8104540981991307,0.0865913273195941,0.8106508875739645,applicability_unresolved,False,True,33,7.935601179733799,2.190043430033877,34.52032492307692,136.87806577050932,34.52032492307692,lat12_lon31,0.7222466068985991,-0.0238998808730666,-0.681826311647666,0.4212084188542747,679.8397015088332,6.52332689152365,0.0,0.0,northern_midlatitude,0.8104540981991307,33.0,14.0,0.4242424242424242,33.0,19.0,0.5757575757575758,33.0,3.0,0.0909090909090909,33.0,3.0,0.0909090909090909,33.0,0.0,0.0,33.0,28.0,0.8484848484848485,33.0,3.0,0.0909090909090909,679.8397015088332,835.0506720335271
gshhg_2.3.7_h_05905f851f80782cd219,169,142,27,2,0.0140845070422535,0.5962457510307129,0.0530162957345669,0.8284023668639053,applicability_unresolved,False,True,0,15.13918385091942,2.781250094705724,51.761236,-128.10792193144397,51.761236,lat14_lon05,0.7975860163058808,-1.528282497172071,-0.5040102197886214,0.7391780080629152,12.841166155888992,2.627647206458433,10.93273061392732,2.4792850962502184,northern_midlatitude,0.5962457510307129,,,,,,,,,,,,,,,,,,,,,,12.841166155888992,10.93273061392732
gshhg_2.3.7_h_05a24c4d1bbaa480d74e,169,142,27,50,0.352112676056338,0.9254902082964568,0.3582015400195876,0.6863905325443787,applicability_unresolved,False,True,436,17.002581708545257,2.8905151758638308,54.946814,11.414149153785996,54.946814,lat14_lon19,-1.0199785932943242,0.3468448923310486,-0.6179298632409835,-1.1526250502045334,61.06269089235982,4.128145017609077,25.43969020249103,3.274866297913745,northern_midlatitude,0.9254902082964568,435.0,180.0,0.4137931034482758,435.0,255.0,0.5862068965517241,430.0,59.0,0.1372093023255814,436.0,91.0,0.2087155963302752,435.0,0.0,0.0,435.0,308.0,0.7080459770114943,435.0,44.0,0.1011494252873563,61.06269089235982,118.5238688776102
gshhg_2.3.7_h_05a6d229584042b15763,169,142,27,1,0.0070422535211267,0.6027195521367659,0.0144699882363492,0.8402366863905325,applicability_unresolved,False,True,0,11.502220395009491,2.52590626013439,2.520914615384616,-78.30953079807874,2.520914615384616,lat09_lon10,3.9741997810873415,-2.093270561243492,-1.812784904928038,0.5924943682141773,0.4692034379061526,0.38472037494576716,0.0,0.0,tropical,0.6027195521367659,,,,,,,,,,,,,,,,,,,,,,0.4692034379061526,0.0
gshhg_2.3.7_h_05adb4bf8021eeaf5857,169,142,27,5,0.0352112676056338,0.7373328019057166,0.0639599163336041,0.8284023668639053,applicability_unresolved,False,True,0,35.23624645237247,3.5900599010967635,73.36364107692307,-55.43099639718532,73.36364107692307,lat16_lon12,-3.1339658367751504,0.2976906759945367,-0.4953514751323475,0.1588939431119576,1015.7984810104718,6.924414225981988,0.0,0.0,northern_high_latitude,0.7373328019057166,,,,,,,,,,,,,,,,,,,,,,1015.7984810104718,3209.430539123306
gshhg_2.3.7_h_05c13551db9043de14c1,169,142,27,8,0.056338028169014,0.8029752725146899,0.0851979230682542,0.8402366863905325,applicability_unresolved,False,True,0,14.612921458239134,2.748098870010583,73.7807886923077,-56.09347505934595,73.7807886923077,lat16_lon12,-3.130746944185952,0.4095448982966389,-0.5550994775404454,0.2092384341891991,1006.6426058606947,6.915368828082997,0.0,0.0,northern_high_latitude,0.8029752725146899,,,,,,,,,,,,,,,,,,,,,,1006.6426058606947,3229.16480113439
gshhg_2.3.7_h_05c294065501b7c412bc,169,142,27,3,0.0211267605633802,0.8030143843140123,0.0320527639463801,0.834319526627219,applicability_unresolved,False,True,0,17.83535287696291,2.9357355761404125,8.275737076923077,-82.36225081443557,8.275737076923077,lat09_lon09,2.8496255059403603,-0.0502006961435585,-0.7209071398342491,0.504631658869086,0.0342840378792146,0.03370943650598463,0.0,0.0,tropical,0.8030143843140123,,,,,,,,,,,,,,,,,,,,,,0.0342840378792146,0.0
gshhg_2.3.7_h_05c82caa974320394105,169,142,27,8,0.056338028169014,0.7282262929335205,0.0958429190818811,0.8047337278106509,applicability_unresolved,False,True,1,15.580951744346024,2.8082545512168293,70.93064107692308,82.89241287491572,70.93064107692308,lat16_lon26,-3.488838155766115,-0.0758238273229935,-0.9663077923338552,0.2388153036260667,0.0611054044377788,0.05931119912520495,0.0,0.0,northern_high_latitude,0.7282262929335205,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0611054044377788,0.0
gshhg_2.3.7_h_05d27631c63bd5da3cbd,169,142,27,0,0.0,0.240391307929146,0.0076841740815865,0.8402366863905325,applicability_unresolved,False,True,0,16.49873481257445,2.8621285818916387,-48.55558776923077,-74.37316673614247,48.55558776923077,lat04_lon10,1.3101647877328608,-3.320103054236149,0.1222230686416034,0.3825210563744993,1.1859552863598102,0.7820529349979448,0.0,0.0,southern_extratropical,0.240391307929146,,,,,,,,,,,,,,,,,,,,,,1.1859552863598102,0.0
gshhg_2.3.7_h_05e3f114d996f83cd562,169,142,27,4,0.028169014084507,0.8223328383830093,0.0639947497185842,0.834319526627219,applicability_unresolved,False,True,0,8.811642042633299,2.2835696441402007,72.50061149999999,129.3866758767391,72.50061149999999,lat16_lon30,-3.906852633850719,0.0642326445024263,-0.8527747366179128,0.8238754239698763,5.19301725661698,1.823422408423377,34.75120871080956,3.5765840786610434,northern_high_latitude,0.8223328383830093,,,,,,,,,,,,,,,,,,,,,,5.19301725661698,34.75120871080956
gshhg_2.3.7_h_060801cf464a9d6c4cc5,169,142,27,12,0.0845070422535211,0.8574863215922205,0.1700037723921704,0.834319526627219,applicability_unresolved,False,True,215,32.055925605371186,3.4982008423711424,35.12223834615384,-75.91083935273579,35.12223834615384,lat12_lon10,0.4201368077685632,0.1641139956630185,-0.9159484477019674,-0.7316007180338759,23.86908739937117,3.213625562303729,9.916983029342427,2.390319652780338,northern_midlatitude,0.8574863215922205,214.0,103.0,0.4813084112149532,214.0,111.0,0.5186915887850467,212.0,33.0,0.1556603773584905,215.0,49.0,0.227906976744186,214.0,0.0,0.0,214.0,159.0,0.7429906542056075,214.0,17.0,0.0794392523364486,23.86908739937117,9.916983029342427
gshhg_2.3.7_h_06143486b495d85b6c7c,169,142,27,8,0.056338028169014,0.9371615742090544,0.0841517210801616,0.8106508875739645,applicability_unresolved,False,True,0,11.46907037289544,2.5232512078268523,68.89007915384616,-114.41384196867376,68.89007915384616,lat15_lon06,-3.727506063268311,0.4300066227859758,-0.4015229412268877,0.8818395589153332,15.88015797302978,2.8261388477158316,58.23726009860341,4.081550737462394,northern_high_latitude,0.9371615742090544,,,,,,,,,,,,,,,,,,,,,,15.88015797302978,59.79958459629036
gshhg_2.3.7_h_061edbd137bef34f96a7,169,142,27,20,0.1408450704225352,0.8464187487224518,0.2463608868077904,0.757396449704142,applicability_unresolved,False,True,176,5.87281040192331,1.9275731058319088,40.85503219230769,29.118110548071552,40.85503219230769,lat13_lon20,-0.4444891648604898,0.8793121005622211,0.2411605116563178,-0.5695435190424678,3.313146417061558,1.461667664935899,0.0,0.0,northern_midlatitude,0.8464187487224518,173.0,63.0,0.3641618497109826,173.0,110.0,0.6358381502890174,165.0,22.0,0.1333333333333333,176.0,17.0,0.096590909090909,175.0,0.0,0.0,175.0,125.0,0.7142857142857143,175.0,20.0,0.1142857142857142,3.313146417061558,0.0
gshhg_2.3.7_h_062dff688c0d93cb5efc,169,142,27,38,0.2676056338028169,0.8176049427082543,0.282142399141167,0.8165680473372781,applicability_unresolved,False,True,266,14.354210293863169,2.7313897226687684,-38.713850692307695,146.6307622787806,38.713850692307695,lat05_lon32,-0.2073607962626788,0.4053936002803739,-0.5551750097971562,-1.479602836623015,1.2756846351766602,0.8222809456691855,0.0,0.0,southern_extratropical,0.8176049427082543,252.0,127.0,0.503968253968254,252.0,125.0,0.496031746031746,205.0,32.0,0.1560975609756097,266.0,59.0,0.2218045112781954,264.0,0.0,0.0,264.0,205.0,0.7765151515151515,264.0,11.0,0.0416666666666666,1.2756846351766602,0.0
gshhg_2.3.7_h_0639a2a1e7c089a67efa,169,142,27,3,0.0211267605633802,0.5890063967353469,0.0580260699929962,0.834319526627219,applicability_unresolved,False,True,0,18.276439754324382,2.958883612085218,-8.478290307692307,143.18096047768185,8.478290307692307,lat08_lon32,2.4078317938285303,0.2519392343020051,-0.5998006283959463,-0.2397180725622455,251.49852301437895,5.5314053992503025,0.0,0.0,tropical,0.5890063967353469,,,,,,,,,,,,,,,,,,,,,,251.49852301437895,253.84083298171336
gshhg_2.3.7_h_063c5ff6519759c505a1,169,142,27,3,0.0211267605633802,0.6153706369394313,0.0699557728181235,0.834319526627219,applicability_unresolved,False,True,29,11.206040025144244,2.501930913253765,61.76585246153847,-6.825987968731155,61.76585246153847,lat15_lon17,0.5192314128728679,-1.774473190198525,-0.2043330389932018,0.3090325388443636,618.3810304505037,6.428720641384792,726.8097950602732,6.590039743537995,northern_midlatitude,0.6153706369394313,29.0,9.0,0.3103448275862069,29.0,20.0,0.6896551724137931,27.0,4.0,0.1481481481481481,29.0,2.0,0.0689655172413793,29.0,0.0,0.0,29.0,22.0,0.7586206896551724,29.0,1.0,0.0344827586206896,618.3810304505037,1312.7052786432168
gshhg_2.3.7_h_0640b39c19e547191c03,169,142,27,5,0.0352112676056338,0.5740972207323983,0.0646898277807859,0.8402366863905325,applicability_unresolved,False,True,261,106.61915832438456,4.678598683220289,-9.396262923076923,142.68841402826905,9.396262923076923,lat08_lon32,1.719845617899078,1.580336243025386,0.0307150935327206,-0.2108345959402429,140.4202287230864,4.951735803506751,4.887719596870149,1.7728687574783997,tropical,0.5740972207323983,256.0,142.0,0.5546875,256.0,114.0,0.4453125,250.0,11.0,0.044,261.0,58.0,0.2222222222222222,260.0,5.0,0.0192307692307692,260.0,235.0,0.903846153846154,260.0,5.0,0.0192307692307692,140.4202287230864,140.67211297935734
gshhg_2.3.7_h_06457a9cb889e7e71c5b,169,142,27,7,0.0492957746478873,0.5908185821577906,0.0692360560495707,0.7988165680473372,applicability_unresolved,False,True,60,50.955836380181815,3.9503940573404064,-21.913151384615382,-157.926447226014,21.913151384615382,lat06_lon02,1.715577287298069,-0.1007392408843075,-0.2740747817466795,-0.614708456404238,4890.227423817846,8.495198557887667,2525.485338120133,7.834584421477496,tropical,0.5908185821577906,60.0,26.0,0.4333333333333333,60.0,34.0,0.5666666666666667,57.0,3.0,0.0526315789473684,60.0,9.0,0.15,60.0,0.0,0.0,60.0,50.0,0.8333333333333334,60.0,3.0,0.05,4890.227423817846,7377.937127424016
gshhg_2.3.7_h_06466ac43778cc45846e,169,142,27,68,0.4788732394366197,0.9743904741083496,0.4376504745192849,0.6627218934911243,applicability_unresolved,False,True,168,6.9774839792322325,2.076623070924087,62.996107076923074,18.642861499998503,62.996107076923074,lat15_lon19,-1.4380577736594524,0.2537144140357569,-0.6512274655054763,-0.6262404791903943,3.311607218888967,1.4613107392186204,16.030532624235278,2.8350077698305785,northern_midlatitude,0.9743904741083496,166.0,81.0,0.4879518072289157,166.0,85.0,0.5120481927710844,148.0,14.0,0.0945945945945946,168.0,47.0,0.2797619047619047,166.0,0.0,0.0,166.0,122.0,0.7349397590361446,166.0,10.0,0.0602409638554216,3.311607218888967,16.030532624235278
gshhg_2.3.7_h_06606570822645b17b2c,169,142,27,61,0.4295774647887324,0.9857751201380704,0.4004428922107549,0.7455621301775148,applicability_unresolved,False,True,725,86.13352620283933,4.467441726018101,54.721286769230765,8.499918713179962,54.721286769230765,lat14_lon18,-0.7961384693493166,0.3602561871551886,-0.6292042739578175,-0.8239033917324886,4.420786892281006,1.6902409879911882,0.0,0.0,northern_midlatitude,0.9857751201380704,722.0,321.0,0.4445983379501385,722.0,401.0,0.5554016620498615,703.0,81.0,0.1152204836415362,725.0,159.0,0.2193103448275862,722.0,0.0,0.0,722.0,544.0,0.7534626038781164,722.0,58.0,0.0803324099722991,4.420786892281006,0.0
