accepted_species,genus,family,n_islands,n_records
Aquarius horizontalis,Aquarius,Alismataceae,1,1
Escallonia rockii,Escallonia,Escalloniaceae,1,1
Iodes globulifera,Iodes,Icacinaceae,1,1
Bythophyton indicum,Bythophyton,Phrymaceae,1,1
Xyris fimbriata,Xyris,Xyridaceae,1,1
Nothofagus cooksoni,Nothofagus,Nothofagaceae,1,1
Gomphandra lancifolia,Gomphandra,Stemonuraceae,1,2
Lepidobolus preissianus,Lepidobolus,Restionaceae,1,2
Castela victorinii,Castela,Simaroubaceae,1,1
Hexapterella gentianoides,Hexapterella,Burmanniaceae,1,1
Ribes komarovii,Ribes,Grossulariaceae,1,1
Zygogynum calophyllum,Zygogynum,Winteraceae,1,2
Stylidium scariosum,Stylidium,Stylidiaceae,1,1
Orchis italica,Orchis,Orchidaceae,44,2912
Saussurea alpina,Saussurea,Asteraceae,181,7594
Rubia argyi,Rubia,Rubiaceae,42,1658
Trifolium scabrum,Trifolium,Fabaceae,128,7074
Avena fatua,Avena,Poaceae,220,62198
Carex muricata,Carex,Cyperaceae,145,2896
Lithomyrtus retusa,Lithomyrtus,Myrtaceae,22,138
Mallotus peltatus,Mallotus,Euphorbiaceae,42,899
Potentilla neglecta,Potentilla,Rosaceae,115,1355
Vincetoxicum tanakae,Vincetoxicum,Apocynaceae,27,153
Mesosphaerum pectinatum,Mesosphaerum,Lamiaceae,71,659
Miconia strigillosa,Miconia,Melastomataceae,8,154
Talipariti pernambucense,Talipariti,Malvaceae,38,201
Phyllodoce glanduliflora,Phyllodoce,Ericaceae,29,237
Oncosperma tigillarium,Oncosperma,Arecaceae,12,117
Tetramerium nervosum,Tetramerium,Acanthaceae,13,62
Ocotea floribunda,Ocotea,Lauraceae,10,121
Jacquinia berteroi,Jacquinia,Primulaceae,18,126
Cyrtandra erectiloba,Cyrtandra,Gesneriaceae,4,50
Aporosa sphaeridiophora,Aporosa,Phyllanthaceae,14,56
Montrichardia arborescens,Montrichardia,Araceae,15,86
Coptidium pallasii,Coptidium,Ranunculaceae,39,206
Haplostichanthus lanceolata,Haplostichanthus,Annonaceae,7,37
