source_name,local_candidate_accepted_species,master_family,source_providers
Cerastium alpinum,Cerastium alpinum,Melastomataceae,ferrer_2024
Cerastium dicrotrichum,Cerastium dicrotrichum,Caryophyllaceae,meyer_2026
Chaenorhinum minus,Chaenorhinum minus,Scrophulariaceae,ferrer_2024
Chaetostoma glaziovii,Chaetostoma glaziovii,Melastomataceae,meyer_2026
Chamaecrista blanchetti,Chamaecrista blanchetti,Fabaceae,meyer_2026
Chloraea membranacea,Chloraea membranacea,Orchidaceae,razanajatovo_2016
Chloranthus holostegius,Chloranthus holostegius,Chloranthaceae,ferrer_2024
Chuquiraga avellanedae,Chuquiraga avellanedae,Asteraceae,meyer_2026
Chylismia arenaria,Chylismia arenaria,Onagraceae,meyer_2026
Chylismiella pterosperma,Chylismiella pterosperma,Onagraceae,meyer_2026
Cichorium calvum,Cichorium calvum,Asteraceae,ferrer_2024
Cienfuegosia affinis,Cienfuegosia affinis,Malvaceae,ferrer_2024
Cienfuegosia argentina,Cienfuegosia argentina,Malvaceae,ferrer_2024
Cienfuegosia chiarugii,Cienfuegosia chiarugii,Malvaceae,ferrer_2024
Cienfuegosia drummondii,Cienfuegosia drummondii,Malvaceae,ferrer_2024
Cienfuegosia hassleriana,Cienfuegosia hassleriana,Malvaceae,ferrer_2024
Cienfuegosia hearnii,Cienfuegosia hearnii,Malvaceae,ferrer_2024
Cienfuegosia hildebrandtii,Cienfuegosia hildebrandtii,Malvaceae,ferrer_2024
Cienfuegosia hispida,Cienfuegosia hispida,Malvaceae,ferrer_2024
Cienfuegosia integrifolia,Cienfuegosia integrifolia,Malvaceae,ferrer_2024
Cienfuegosia intermedia,Cienfuegosia intermedia,Malvaceae,ferrer_2024
Cienfuegosia lanceolata,Cienfuegosia lanceolata,Malvaceae,ferrer_2024
Cienfuegosia rosei,Cienfuegosia rosei,Malvaceae,ferrer_2024
Cienfuegosia somaliana,Cienfuegosia somaliana,Malvaceae,ferrer_2024
Cienfuegosia sulfurea,Cienfuegosia sulfurea,Malvaceae,ferrer_2024
Cienfuegosia ulmifolia,Cienfuegosia ulmifolia,Malvaceae,ferrer_2024
Cienfuegosia welshii,Cienfuegosia welshii,Malvaceae,ferrer_2024
Cineraria erodioides,Cineraria erodioides,Asteraceae,meyer_2026
Circaea glabrescens,Circaea glabrescens,Onagraceae,ferrer_2024|meyer_2026
Circaea repens,Circaea repens,Onagraceae,meyer_2026
Cirrhaea fuscolutea,Cirrhaea fuscolutea,Orchidaceae,meyer_2026
Cirrhaea longiracemosa,Cirrhaea longiracemosa,Orchidaceae,meyer_2026
Cirrhaea nasuta,Cirrhaea nasuta,Orchidaceae,meyer_2026
Cirrhaea seidelii,Cirrhaea seidelii,Orchidaceae,meyer_2026
Cirsium pitcheri,Cirsium pitcheri,Asteraceae,meyer_2026
Cistanthe grandiflora,Cistanthe grandiflora,Portulacaceae,razanajatovo_2016
Cistanthe monosperma,Cistanthe monosperma,Portulacaceae,ferrer_2024
Cistanthe umbellata,Cistanthe umbellata,Portulacaceae,ferrer_2024
Clarkia affinis,Clarkia affinis,Onagraceae,ferrer_2024|meyer_2026
Clarkia biloba,Clarkia biloba,Onagraceae,ferrer_2024
Clarkia bottae,Clarkia bottae,Onagraceae,meyer_2026
Clarkia breweri,Clarkia breweri,Onagraceae,ferrer_2024
Clarkia concinna,Clarkia concinna,Onagraceae,ferrer_2024|meyer_2026
Clarkia cylindrica,Clarkia cylindrica,Onagraceae,ferrer_2024
Clarkia delicata,Clarkia delicata,Onagraceae,meyer_2026
Clarkia dudleyana,Clarkia dudleyana,Onagraceae,ferrer_2024|meyer_2026
Clarkia exilis,Clarkia exilis,Onagraceae,ferrer_2024
Clarkia franciscana,Clarkia franciscana,Onagraceae,meyer_2026
Clarkia heterandra,Clarkia heterandra,Onagraceae,meyer_2026
Clarkia imbricata,Clarkia imbricata,Onagraceae,ferrer_2024|meyer_2026
Clarkia lewisii,Clarkia lewisii,Onagraceae,meyer_2026
Clarkia lingulata,Clarkia lingulata,Onagraceae,meyer_2026
Clarkia mildrediae,Clarkia mildrediae,Onagraceae,ferrer_2024|meyer_2026
Clarkia modesta,Clarkia modesta,Onagraceae,ferrer_2024|meyer_2026
Clarkia rhomboidea,Clarkia rhomboidea,Onagraceae,ferrer_2024|meyer_2026
Clarkia rostrata,Clarkia rostrata,Onagraceae,meyer_2026
Clarkia rubicunda,Clarkia rubicunda,Onagraceae,ferrer_2024
Clarkia similis,Clarkia similis,Onagraceae,meyer_2026
Clarkia speciosa,Clarkia speciosa,Onagraceae,ferrer_2024
Clarkia springvillensis,Clarkia springvillensis,Onagraceae,ferrer_2024
Clarkia tembloriensis,Clarkia tembloriensis,Onagraceae,ferrer_2024
Clarkia williamsonii,Clarkia williamsonii,Onagraceae,ferrer_2024
Clarkia xantiana,Clarkia xantiana,Onagraceae,ferrer_2024|meyer_2026
Clausospicula extensa,Clausospicula extensa,Poaceae,meyer_2026
Cleistesiopsis divaricata,Cleistesiopsis divaricata,Orchidaceae,ferrer_2024
Cleome lutea,Cleome lutea,Cleomaceae,razanajatovo_2016
Cleome serrulata,Cleome serrulata,Cleomaceae,razanajatovo_2016
Clerodendrum tomentosum,Clerodendrum tomentosum,Verbenaceae,ferrer_2024
Clerodendrum villosum,Clerodendrum villosum,Verbenaceae,ferrer_2024
Clidemia epibaterium,Clidemia epibaterium,Melastomataceae,ferrer_2024
Clidemia fendleri,Clidemia fendleri,Melastomataceae,ferrer_2024
Clitoria fragrans,Clitoria fragrans,Fabaceae,meyer_2026
Clusia lechleri,Clusia lechleri,Clusiaceae,meyer_2026
Clusia sphaerocarpa,Clusia sphaerocarpa,Clusiaceae,meyer_2026
Cnidoscolus quercifolius,Cnidoscolus quercifolius,Euphorbiaceae,ferrer_2024
Cobaea lutea,Cobaea lutea,Polemoniaceae,ferrer_2024
Cobaea pringlei,Cobaea pringlei,Polemoniaceae,ferrer_2024
Cobaea rotundiflora,Cobaea rotundiflora,Polemoniaceae,ferrer_2024
Cobaea stipularis,Cobaea stipularis,Polemoniaceae,ferrer_2024
Coccoloba cereifera,Coccoloba cereifera,Polygonaceae,meyer_2026
Cochlearia aucheri,Cochlearia aucheri,Brassicaceae,ferrer_2024
Cochlospermum vitifolium,Cochlospermum vitifolium,Bixaceae,ferrer_2024
Coespeletia moritziana,Coespeletia moritziana,Asteraceae,meyer_2026
Coespeletia spicata,Coespeletia spicata,Asteraceae,meyer_2026
Coespeletia timotensis,Coespeletia timotensis,Asteraceae,meyer_2026
Collinsia antonina,Collinsia antonina,Plantaginaceae,meyer_2026
Collinsia bartsiifolia,Collinsia bartsiifolia,Plantaginaceae,ferrer_2024|meyer_2026
Collinsia callosa,Collinsia callosa,Plantaginaceae,ferrer_2024
Collinsia childii,Collinsia childii,Plantaginaceae,ferrer_2024|meyer_2026
Collinsia concolor,Collinsia concolor,Plantaginaceae,ferrer_2024
Collinsia greenei,Collinsia greenei,Plantaginaceae,ferrer_2024
Collinsia linearis,Collinsia linearis,Plantaginaceae,ferrer_2024
Collinsia multicolor,Collinsia multicolor,Plantaginaceae,ferrer_2024|meyer_2026
Collinsia parryi,Collinsia parryi,Plantaginaceae,ferrer_2024|meyer_2026
Collinsia rattanii,Collinsia rattanii,Plantaginaceae,ferrer_2024|meyer_2026
Collinsia sparsiflora,Collinsia sparsiflora,Plantaginaceae,ferrer_2024
Collinsia tinctoria,Collinsia tinctoria,Plantaginaceae,ferrer_2024|meyer_2026
Collinsia verna,Collinsia verna,Plantaginaceae,ferrer_2024|meyer_2026
Collinsia violacea,Collinsia violacea,Plantaginaceae,ferrer_2024|meyer_2026
Collinsia wrightii,Collinsia wrightii,Plantaginaceae,meyer_2026
Collomia macrocalyx,Collomia macrocalyx,Polemoniaceae,ferrer_2024
Collomia tinctoria,Collomia tinctoria,Polemoniaceae,ferrer_2024
Columnea lepidocaula,Columnea lepidocaula,Gesneriaceae,ferrer_2024
Comarostaphylis polifolia,Comarostaphylis polifolia,Ericaceae,ferrer_2024
Commelina bracteosa,Commelina bracteosa,Commelinaceae,ferrer_2024
Commelina eckloniana,Commelina eckloniana,Commelinaceae,ferrer_2024
Commelina foliacea,Commelina foliacea,Commelinaceae,ferrer_2024
Commelina imberbis,Commelina imberbis,Commelinaceae,ferrer_2024
Commelina nairobiensis,Commelina nairobiensis,Commelinaceae,ferrer_2024
Commelina purpurea,Commelina purpurea,Commelinaceae,ferrer_2024
Comparettia coccinea,Comparettia coccinea,Orchidaceae,meyer_2026
Conospermum undulatum,Conospermum undulatum,Proteaceae,ferrer_2024|meyer_2026
Copaifera pubiflora,Copaifera pubiflora,Fabaceae,meyer_2026
Corallorhiza bentleyi,Corallorhiza bentleyi,Orchidaceae,meyer_2026
Cordia alliodora,Cordia alliodora,Boraginaceae,razanajatovo_2016
Cordia lutea,Cordia lutea,Boraginaceae,razanajatovo_2016
Coryphantha elephantidens,Coryphantha elephantidens,Cactaceae,meyer_2026
Couepia grandiflora,Couepia grandiflora,Chrysobalanaceae,ferrer_2024
Crataegus grandis,Crataegus grandis,Rosaceae,ferrer_2024
Crataegus prunifolia,Crataegus prunifolia,Rosaceae,ferrer_2024
Cratylia mollis,Cratylia mollis,Fabaceae,meyer_2026
Croton alabamensis,Croton alabamensis,Euphorbiaceae,ferrer_2024
Croton dichrous,Croton dichrous,Euphorbiaceae,meyer_2026
Croton sarcopetalus,Croton sarcopetalus,Euphorbiaceae,ferrer_2024|razanajatovo_2016
Croton suberosus,Croton suberosus,Euphorbiaceae,ferrer_2024
Cryptantha flava,Cryptantha flava,Boraginaceae,ferrer_2024
Cryptantha involucrata,Cryptantha involucrata,Boraginaceae,ferrer_2024
Cryptanthus burle-marxii,Cryptanthus burle-marxii,Bromeliaceae,meyer_2026
Cucumis ficifolius,Cucumis ficifolius,Cucurbitaceae,ferrer_2024
Cucumis zeyheri,Cucumis zeyheri,Cucurbitaceae,ferrer_2024
Cunila galioides,Cunila galioides,Lamiaceae,meyer_2026
Cuphea brachiata,Cuphea brachiata,Lythraceae,ferrer_2024
Cuphea laminuligera,Cuphea laminuligera,Lythraceae,ferrer_2024|goodwillie_2005|meyer_2026
Cuphea lutea,Cuphea lutea,Lythraceae,ferrer_2024|goodwillie_2005|meyer_2026
Cuttsia viburnea,Cuttsia viburnea,Rousseaceae,ferrer_2024
Cyanotis somaliensis,Cyanotis somaliensis,Commelinaceae,ferrer_2024
Cyanus dominii,Cyanus dominii,Asteraceae,razanajatovo_2016
Cyclopogon congestus,Cyclopogon congestus,Orchidaceae,ferrer_2024
Cymbopetalum mayanum,Cymbopetalum mayanum,Annonaceae,ferrer_2024
Cymbopogon gratus,Cymbopogon gratus,Poaceae,meyer_2026
Cypella exilis,Cypella exilis,Iridaceae,ferrer_2024
Cypella herbertii,Cypella herbertii,Iridaceae,ferrer_2024
Cypella pusilla,Cypella pusilla,Iridaceae,meyer_2026
Cypripedium bardolphianum,Cypripedium bardolphianum,Orchidaceae,ferrer_2024
Cypripedium flavum,Cypripedium flavum,Orchidaceae,ferrer_2024
Cypripedium lichiangense,Cypripedium lichiangense,Orchidaceae,meyer_2026
Cypripedium subtropicum,Cypripedium subtropicum,Orchidaceae,meyer_2026
Cyrtanthus contractus,Cyrtanthus contractus,Amaryllidaceae,meyer_2026
Cyrtanthus ventricosus,Cyrtanthus ventricosus,Amaryllidaceae,meyer_2026
Cyrtochilum cimiciferum,Cyrtochilum cimiciferum,Orchidaceae,meyer_2026
Cyrtopodium hatschbachii,Cyrtopodium hatschbachii,Orchidaceae,meyer_2026
Cysticapnos vesicaria,Cysticapnos vesicaria,Papaveraceae,ferrer_2024
Dactylotenium sindicum,Dactylotenium sindicum,Poaceae,ferrer_2024
Dalbergia cochinchinensis,Dalbergia cochinchinensis,Fabaceae,meyer_2026
Dalea ornata,Dalea ornata,Fabaceae,meyer_2026
Dalea purpurea,Dalea purpurea,Fabaceae,meyer_2026
Dalea searlsiae,Dalea searlsiae,Fabaceae,meyer_2026
Dalechampia brownsbergensis,Dalechampia brownsbergensis,Euphorbiaceae,ferrer_2024
Dalechampia magnistipulata,Dalechampia magnistipulata,Euphorbiaceae,ferrer_2024
Dalechampia spathulata,Dalechampia spathulata,Euphorbiaceae,ferrer_2024
Dalzellia zeylandica,Dalzellia zeylandica,Commelinaceae,ferrer_2024
Damasonium californicum,Damasonium californicum,Alismataceae,ferrer_2024
Daphnandra micrantha,Daphnandra micrantha,Monimiaceae,ferrer_2024
Darwinia biflora,Darwinia biflora,Myrtaceae,ferrer_2024
Darwinia camptostylis,Darwinia camptostylis,Myrtaceae,ferrer_2024
Darwinia diminuta,Darwinia diminuta,Myrtaceae,ferrer_2024
Darwinia leptantha,Darwinia leptantha,Myrtaceae,ferrer_2024
Daviesia nudiflora,Daviesia nudiflora,Fabaceae,meyer_2026
Daviesia pectinata,Daviesia pectinata,Fabaceae,meyer_2026
Deianira nervosa,Deianira nervosa,Gentianaceae,meyer_2026
Delphinium carolinianum,Delphinium carolinianum,Ranunculaceae,ferrer_2024
Delphinium gypsophilum,Delphinium gypsophilum,Ranunculaceae,ferrer_2024
Delphinium hansenii,Delphinium hansenii,Ranunculaceae,ferrer_2024
Delphinium hesperium,Delphinium hesperium,Ranunculaceae,ferrer_2024
Delphinium parishii,Delphinium parishii,Ranunculaceae,ferrer_2024
Delphinium recurvatum,Delphinium recurvatum,Ranunculaceae,ferrer_2024
Dendrobium albosanguineum,Dendrobium albosanguineum,Orchidaceae,ferrer_2024
Dendrobium devonianum,Dendrobium devonianum,Orchidaceae,ferrer_2024
Dendrobium erostelle,Dendrobium erostelle,Orchidaceae,ferrer_2024
Dendrobium exile,Dendrobium exile,Orchidaceae,ferrer_2024
Dendrobium mucronatum,Dendrobium mucronatum,Orchidaceae,ferrer_2024
Dendrobium pendulum,Dendrobium pendulum,Orchidaceae,ferrer_2024
Dendrobium senile,Dendrobium senile,Orchidaceae,ferrer_2024
Dendrocalamus sinicus,Dendrocalamus sinicus,Poaceae,meyer_2026
Deppea grandiflora,Deppea grandiflora,Rubiaceae,ferrer_2024
Desmanthus paspalaceus,Desmanthus paspalaceus,Fabaceae,meyer_2026
Desmanthus tatuhyensis,Desmanthus tatuhyensis,Fabaceae,meyer_2026
Desmodium albiflorum,Desmodium albiflorum,Fabaceae,meyer_2026
Desmodium batocaulon,Desmodium batocaulon,Fabaceae,meyer_2026
Desmodium cinereum,Desmodium cinereum,Fabaceae,meyer_2026
Desmodium cuneatum,Desmodium cuneatum,Fabaceae,meyer_2026
Desmodium grahamii,Desmodium grahamii,Fabaceae,meyer_2026
Desmodium infractum,Desmodium infractum,Fabaceae,meyer_2026
Desmodium macrodesmum,Desmodium macrodesmum,Fabaceae,meyer_2026
Desmodium molliculum,Desmodium molliculum,Fabaceae,meyer_2026
Desmodium prehensile,Desmodium prehensile,Fabaceae,meyer_2026
Desmodium psilophyllum,Desmodium psilophyllum,Fabaceae,meyer_2026
Dianella revoluta,Dianella revoluta,Xanthorrhoeaceae,razanajatovo_2016
Dianthus pavonius,Dianthus pavonius,Caryophyllaceae,meyer_2026
Dianthus squarrosus,Dianthus squarrosus,Caryophyllaceae,ferrer_2024
Diascia unilabiata,Diascia unilabiata,Scrophulariaceae,ferrer_2024
Dichanthium queenslandicum,Dichanthium queenslandicum,Poaceae,meyer_2026
Dicliptera trifurca,Dicliptera trifurca,Acanthaceae,ferrer_2024
Dicorynia guianensis,Dicorynia guianensis,Fabaceae,goodwillie_2005|meyer_2026
Dimorphandra mollis,Dimorphandra mollis,Fabaceae,meyer_2026
Distemonanthus benthamianus,Distemonanthus benthamianus,Fabaceae,meyer_2026
Diuris brumalis,Diuris brumalis,Orchidaceae,meyer_2026
Draba hoppeana,Draba hoppeana,Brassicaceae,ferrer_2024
Draba subglabrata,Draba subglabrata,Brassicaceae,ferrer_2024
Drosera nitidula,Drosera nitidula,Droseraceae,ferrer_2024
Dryandra quercifolia,Dryandra quercifolia,Proteaceae,razanajatovo_2016
Dysoxylum malabaricum,Dysoxylum malabaricum,Meliaceae,meyer_2026
Dyssodia papposa,Dyssodia papposa,Asteraceae,meyer_2026
Echeandia nana,Echeandia nana,Asparagaceae,ferrer_2024
Echeandia reflexa,Echeandia reflexa,Asparagaceae,ferrer_2024
Echeveria gibbiflora,Echeveria gibbiflora,Crassulaceae,ferrer_2024
Echeveria strictiflora,Echeveria strictiflora,Crassulaceae,meyer_2026
Echeveria subalpina,Echeveria subalpina,Crassulaceae,meyer_2026
Echinochloa turneriana,Echinochloa turneriana,Poaceae,meyer_2026
Echinomastus intertextus,Echinomastus intertextus,Cactaceae,ferrer_2024
Echinopsis chamacereus,Echinopsis chamacereus,Cactaceae,ferrer_2024
Ectrosia gulliveri,Ectrosia gulliveri,Poaceae,meyer_2026
Ectrosia nervilemma,Ectrosia nervilemma,Poaceae,meyer_2026
Ectrosia scabrida,Ectrosia scabrida,Poaceae,meyer_2026
Eichhornia crassipes,Eichhornia crassipes,Pontederiaceae,goodwillie_2005
Eichhornia paniculata,Eichhornia paniculata,Pontederiaceae,goodwillie_2005
Eichhornia paradoxa,Eichhornia paradoxa,Pontederiaceae,ferrer_2024
Eleutherine latifolia,Eleutherine latifolia,Iridaceae,ferrer_2024
Elliottia racemosa,Elliottia racemosa,Ericaceae,meyer_2026
Ellisia nyctelea,Ellisia nyctelea,Gentianaceae,ferrer_2024
Emblingia calceoliflora,Emblingia calceoliflora,Emblingiaceae,ferrer_2024
Enarthrocarpus strangulatus,Enarthrocarpus strangulatus,Brassicaceae,ferrer_2024
Encholirium biflorum,Encholirium biflorum,Bromeliaceae,meyer_2026
Encholirium heloisae,Encholirium heloisae,Bromeliaceae,razanajatovo_2016
Encholirium horridum,Encholirium horridum,Bromeliaceae,meyer_2026
Encholirium pedicellatum,Encholirium pedicellatum,Bromeliaceae,meyer_2026
Encholirium subsecundum,Encholirium subsecundum,Bromeliaceae,meyer_2026
Enneapogon asperatus,Enneapogon asperatus,Poaceae,meyer_2026
Enneapogon avenaceus,Enneapogon avenaceus,Poaceae,meyer_2026
Enneapogon cylindricus,Enneapogon cylindricus,Poaceae,meyer_2026
Enneapogon eremophilus,Enneapogon eremophilus,Poaceae,meyer_2026
Entandrophragma cylindricum,Entandrophragma cylindricum,Meliaceae,meyer_2026
Enteropogon minutus,Enteropogon minutus,Poaceae,meyer_2026
Epilobium campestre,Epilobium campestre,Onagraceae,meyer_2026
Epilobium cleistogamum,Epilobium cleistogamum,Onagraceae,meyer_2026
Epilobium cylindricum,Epilobium cylindricum,Onagraceae,meyer_2026
Epilobium foliosum,Epilobium foliosum,Onagraceae,meyer_2026
Epilobium glaucum,Epilobium glaucum,Onagraceae,ferrer_2024
Epilobium hectori,Epilobium hectori,Onagraceae,ferrer_2024
Epilobium latifolium,Epilobium latifolium,Onagraceae,ferrer_2024
Epilobium nevadense,Epilobium nevadense,Onagraceae,meyer_2026
Epilobium nummulariifolium,Epilobium nummulariifolium,Onagraceae,meyer_2026
Epilobium pallidum,Epilobium pallidum,Onagraceae,meyer_2026
Epilobium rigidum,Epilobium rigidum,Onagraceae,meyer_2026
Epilobium septentrionale,Epilobium septentrionale,Onagraceae,meyer_2026
Epilobium subdentatum,Epilobium subdentatum,Onagraceae,meyer_2026
Epilobium suffruticosum,Epilobium suffruticosum,Onagraceae,meyer_2026
Epimedium pubescens,Epimedium pubescens,Berberidaceae,meyer_2026
Epipactis albensis,Epipactis albensis,Orchidaceae,meyer_2026
Epipactis bugacensis,Epipactis bugacensis,Orchidaceae,meyer_2026
Epipactis consimilis,Epipactis consimilis,Orchidaceae,ferrer_2024
Epipactis greuteri,Epipactis greuteri,Orchidaceae,meyer_2026
Epipactis kleinii,Epipactis kleinii,Orchidaceae,meyer_2026
Epipactis pontica,Epipactis pontica,Orchidaceae,meyer_2026
Epipactis purpurea,Epipactis purpurea,Orchidaceae,ferrer_2024
Epithelantha micromeris,Epithelantha micromeris,Cactaceae,ferrer_2024
Eragrostis alveiformis,Eragrostis alveiformis,Poaceae,meyer_2026
Eragrostis basedowii,Eragrostis basedowii,Poaceae,meyer_2026
Eragrostis hirticaulis,Eragrostis hirticaulis,Poaceae,meyer_2026
Eragrostis lacunaria,Eragrostis lacunaria,Poaceae,meyer_2026
Eragrostis longipedicellata,Eragrostis longipedicellata,Poaceae,meyer_2026
Eragrostis microcarpa,Eragrostis microcarpa,Poaceae,meyer_2026
Eragrostis subtilis,Eragrostis subtilis,Poaceae,meyer_2026
Eragrostis trichodes,Eragrostis trichodes,Poaceae,ferrer_2024
Eragrostis triquetra,Eragrostis triquetra,Poaceae,meyer_2026
Eremothera boothii,Eremothera boothii,Onagraceae,meyer_2026
Eremothera minor,Eremothera minor,Onagraceae,meyer_2026
Eremothera nevadensis,Eremothera nevadensis,Onagraceae,meyer_2026
Eremothera refracta,Eremothera refracta,Onagraceae,meyer_2026
Eremurus altaicus,Eremurus altaicus,Asphodelaceae,meyer_2026
Eriachne axillaris,Eriachne axillaris,Poaceae,meyer_2026
Eriachne basalis,Eriachne basalis,Poaceae,meyer_2026
Erica aristata,Erica aristata,Ericaceae,meyer_2026
Erica corifolia,Erica corifolia,Ericaceae,meyer_2026
Erica herbacea,Erica herbacea,Ericaceae,ferrer_2024
Erica imbricata,Erica imbricata,Ericaceae,ferrer_2024|meyer_2026
Erica nevillei,Erica nevillei,Ericaceae,meyer_2026
Erica pulchella,Erica pulchella,Ericaceae,meyer_2026
Erica urna-viridis,Erica urna-viridis,Ericaceae,meyer_2026
Eriosema benthamianum,Eriosema benthamianum,Fabaceae,meyer_2026
Eriosema diffusum,Eriosema diffusum,Fabaceae,meyer_2026
Eriosyce chilensis,Eriosyce chilensis,Cactaceae,meyer_2026
Eriosyce subgibbosa,Eriosyce subgibbosa,Cactaceae,meyer_2026
Eriotheca candolleana,Eriotheca candolleana,Malvaceae,ferrer_2024
Erodium cazorlanum,Erodium cazorlanum,Geraniaceae,razanajatovo_2016
Erophila minima,Erophila minima,Brassicaceae,ferrer_2024
Erophila verna,Erophila verna,Brassicaceae,ferrer_2024
Erycina glossomystax,Erycina glossomystax,Orchidaceae,meyer_2026
Erysimum incanum,Erysimum incanum,Brassicaceae,meyer_2026
Erythrina leptorhiza,Erythrina leptorhiza,Fabaceae,meyer_2026
Erythrina suberosa,Erythrina suberosa,Fabaceae,meyer_2026
Escallonia alpina,Escallonia alpina,Escalloniaceae,ferrer_2024
Espeletiopsis angustifolia,Espeletiopsis angustifolia,Asteraceae,meyer_2026
Esterhazya eitenorum,Esterhazya eitenorum,Orobanchaceae,meyer_2026
Eucalyptus rameliana,Eucalyptus rameliana,Myrtaceae,meyer_2026
Eucalyptus woodwardii,Eucalyptus woodwardii,Myrtaceae,ferrer_2024
Eucharis castelnaeana,Eucharis castelnaeana,Amaryllidaceae,ferrer_2024
Eucomis regia,Eucomis regia,Asparagaceae,meyer_2026
Eudema hauthalii,Eudema hauthalii,Brassicaceae,ferrer_2024
Eupatorium purpureum,Eupatorium purpureum,Asteraceae,meyer_2026
Euphorbia capitellata,Euphorbia capitellata,Euphorbiaceae,ferrer_2024
Euphrasia montana,Euphrasia montana,Orobanchaceae,ferrer_2024
Euphrasia willkommii,Euphrasia willkommii,Orobanchaceae,ferrer_2024|razanajatovo_2016
Exochaenium oliganthum,Exochaenium oliganthum,Gentianaceae,meyer_2026
Fagopyrum callianthum,Fagopyrum callianthum,Polygonaceae,ferrer_2024
Fagopyrum homotropicum,Fagopyrum homotropicum,Polygonaceae,ferrer_2024
Fagopyrum macrocarpum,Fagopyrum macrocarpum,Polygonaceae,ferrer_2024
Fagopyrum pleioramosum,Fagopyrum pleioramosum,Polygonaceae,ferrer_2024
Festuca gigantea,Festuca gigantea,Poaceae,ferrer_2024
Festuca macrostachya,Festuca macrostachya,Poaceae,ferrer_2024
Festuca pratensis,Festuca pratensis,Poaceae,ferrer_2024|meyer_2026
Floerkea proserpinacoides,Floerkea proserpinacoides,Campanulaceae,ferrer_2024
Flourensia heterolepis,Flourensia heterolepis,Asteraceae,ferrer_2024
Fontainea picrosperma,Fontainea picrosperma,Euphorbiaceae,meyer_2026
Frailea pumila,Frailea pumila,Cactaceae,ferrer_2024
Frasera speciosa,Frasera speciosa,Gentianaceae,ferrer_2024
Fuchsia andrei,Fuchsia andrei,Onagraceae,meyer_2026
Fuchsia bracelinae,Fuchsia bracelinae,Onagraceae,meyer_2026
Fuchsia brevilobis,Fuchsia brevilobis,Onagraceae,meyer_2026
Fuchsia decussata,Fuchsia decussata,Onagraceae,meyer_2026
Fuchsia hartwegii,Fuchsia hartwegii,Onagraceae,meyer_2026
Fuchsia inflata,Fuchsia inflata,Onagraceae,meyer_2026
Fuchsia insignis,Fuchsia insignis,Onagraceae,meyer_2026
Fuchsia jimenezii,Fuchsia jimenezii,Onagraceae,meyer_2026
Fuchsia lycioides,Fuchsia lycioides,Onagraceae,meyer_2026
Fuchsia macrostigma,Fuchsia macrostigma,Onagraceae,meyer_2026
Fuchsia magdalenae,Fuchsia magdalenae,Onagraceae,meyer_2026
Fuchsia nigricans,Fuchsia nigricans,Onagraceae,meyer_2026
Fuchsia obconica,Fuchsia obconica,Onagraceae,meyer_2026
Fuchsia pachyrrhiza,Fuchsia pachyrrhiza,Onagraceae,meyer_2026
Fuchsia parviflora,Fuchsia parviflora,Onagraceae,meyer_2026
Fuchsia pilaloensis,Fuchsia pilaloensis,Onagraceae,meyer_2026
Fuchsia vargasiana,Fuchsia vargasiana,Onagraceae,meyer_2026
Fuchsia verrucosa,Fuchsia verrucosa,Onagraceae,meyer_2026
Fumaria parviflora,Fumaria parviflora,Cistaceae,ferrer_2024
Furtadoa sumatrensis,Furtadoa sumatrensis,Araceae,ferrer_2024
Gaiadendron punctatum,Gaiadendron punctatum,Loranthaceae,ferrer_2024
Galactia texana,Galactia texana,Fabaceae,meyer_2026
Gasteranthus wendlandianus,Gasteranthus wendlandianus,Gesneriaceae,ferrer_2024
Gasteria carinata,Gasteria carinata,Asphodelaceae,ferrer_2024
Gaultheria serrata,Gaultheria serrata,Ericaceae,meyer_2026
Gaylussacia amoena,Gaylussacia amoena,Ericaceae,meyer_2026
Gayophytum eriospermum,Gayophytum eriospermum,Onagraceae,meyer_2026
Gayophytum heterozygum,Gayophytum heterozygum,Onagraceae,meyer_2026
Gayophytum humile,Gayophytum humile,Onagraceae,meyer_2026
Geissorhiza corrugata,Geissorhiza corrugata,Iridaceae,ferrer_2024
Gelasine coerulea,Gelasine coerulea,Iridaceae,meyer_2026
Genlisea violacea,Genlisea violacea,Lentibulariaceae,meyer_2026
Gentianopsis grandis,Gentianopsis grandis,Gentianaceae,meyer_2026
Gentianopsis paludosa,Gentianopsis paludosa,Gentianaceae,meyer_2026
Geonoma epetiolata,Geonoma epetiolata,Arecaceae,ferrer_2024
Geranium brasiliense,Geranium brasiliense,Geraniaceae,meyer_2026
Geranium caespitosum,Geranium caespitosum,Geraniaceae,ferrer_2024
Geranium canariense,Geranium canariense,Geraniaceae,ferrer_2024
Geranium cataractarum,Geranium cataractarum,Geraniaceae,ferrer_2024
Geranium viscosissimum,Geranium viscosissimum,Geraniaceae,ferrer_2024
Gerbera kunzeana,Gerbera kunzeana,Asteraceae,ferrer_2024
Gesneria pendulina,Gesneria pendulina,Gesneriaceae,ferrer_2024
Geum reptans,Geum reptans,Rosaceae,meyer_2026
Gibasis oaxacana,Gibasis oaxacana,Commelinaceae,ferrer_2024
Gilia laciniata,Gilia laciniata,Polemoniaceae,ferrer_2024
Gilia leptalea,Gilia leptalea,Polemoniaceae,ferrer_2024
Gilia lomensis,Gilia lomensis,Polemoniaceae,ferrer_2024
Gilia millefoliata,Gilia millefoliata,Polemoniaceae,ferrer_2024
